"Year","Grain Carbon %","Grain Sulfur %","Grain Nitrogen %","Total Residue Wet Weight (grams)","Residue Sub-Sample Wet Weight (grams)","Residue Sub-Sample Dry Weight (grams)","Residue Nitrogen %","Residue Sulfur %","Residue Carbon %","Grain Harvest Comments","Residue Sample Comments","total grain yield dry(grams/M2)","X","Y","ID2","Crop"
2003,45.87,0.2445,2.599,932.7,158,155,0.4723,0.1011,47.15,,,260.826771653543,-117.079303,46.779905,116,"spring wheat"
2003,46.18,0.2569,2.989,1447.7,145,140,0.7821,0.1248,45.38,,,292.322834645669,-117.078885,46.779826,117,"spring wheat"
2003,45.37,0.2271,2.387,875.7,172,166,0.3597,0.07014,46.74,,,270.177165354331,-117.078467,46.779838,118,"spring wheat"
2003,45.33,0.2352,2.525,1052.7,121,117,0.331,0.07384,45.96,,,352.854330708661,-117.07801916,46.77982663,119,"spring wheat"
2003,45.61,0.2434,2.676,856.7,160,155,0.5405,0.08404,46.76,,,222.44094488189,-117.077631,46.77978,120,"spring wheat"
2003,45.81,0.2618,2.749,584.7,135,130,0.4128,0.1118,46.5,,,191.437007874016,-117.077213,46.779944,121,"spring wheat"
2003,44.64,0.18,2.33,913.7,167,161,0.2121,0.06654,45.72,,,352.362204724409,-117.081011,46.780137,138,"spring wheat"
2003,45.51,0.2065,2.941,856.7,139,136,0.5028,0.08937,45.83,,,215.551181102362,-117.080593,46.779993,139,"spring wheat"
2003,45.38,0.2017,2.778,655.7,81,78,0.6314,0.08616,46.53,,,220.964566929134,-117.080175,46.780256,140,"spring wheat"
2003,45.98,0.2303,2.457,929.7,147,141,0.3825,0.0704,47.19,,,288.877952755905,-117.079757,46.780227,141,"spring wheat"
2003,46.04,0.2438,2.61,879.7,145,140,0.4849,0.1088,47.24,,,262.303149606299,-117.079339,46.780191,142,"spring wheat"
2003,45.62,0.266,2.905,990.7,146,141,0.5765,0.1028,47.04,,,249.507874015748,-117.0789031,46.78010382,143,"spring wheat"
2003,45.57,0.2622,2.813,930.7,149,144,0.5614,0.1081,47.2,,,250.492125984252,-117.078503,46.780124,144,"spring wheat"
2003,46.04,0.2611,2.797,998.7,165,160,0.6549,0.106,47.33,,,224.90157480315,-117.078085,46.780129,145,"spring wheat"
2003,46.22,0.2701,2.997,818.7,133,128,0.5532,0.1027,47.69,,,220.472440944882,-117.077667,46.780066,146,"spring wheat"
2003,45.6,0.2543,2.667,397.7,87,85,0.4969,0.1245,46.98,,,158.956692913386,-117.077249,46.78023,147,"spring wheat"
2003,45.75,0.2255,2.359,727.7,194,190,0.2906,0.072,47.19,,,327.755905511811,-117.076831,46.780004,148,"spring wheat"
2003,44.91,0.1812,2.374,681.7,158,153,0.3181,0.09089,47.41,,,259.842519685039,-117.080833,46.780279,164,"spring wheat"
2003,44.63,0.1921,2.579,691.7,141,139,0.3723,0.09895,47.47,,,291.830708661417,-117.080415,46.780542,165,"spring wheat"
2003,45.26,0.2136,2.317,715.7,91,88,0.3216,0.06902,48.44,,,299.212598425197,-117.079997,46.780513,166,"spring wheat"
2003,45.25,0.2383,2.453,938.7,106,103,0.3914,0.08346,47.37,,,283.464566929134,-117.079579,46.780477,167,"spring wheat"
2003,45.43,0.232,2.444,628.7,112,108,0.3505,0.08279,48.36,,,226.870078740157,-117.079161,46.780398,168,"spring wheat"
2003,45.44,0.2379,2.469,711.7,80,79,0.3682,0.1206,47.82,,,260.826771653543,-117.078743,46.78041,169,"spring wheat"
2003,45.51,0.2622,2.795,798.7,120,116,0.4412,0.1202,47.65,,,224.90157480315,-117.078325,46.780415,170,"spring wheat"
2003,45.9,0.25,2.656,670.7,154,150,0.3819,0.1028,47.96,,,214.074803149606,-117.077907,46.780352,171,"spring wheat"
2003,45.82,0.215,2.172,483.7,125,123,0.2783,0.07963,47.7,,,207.185039370079,-117.077489,46.780516,172,"spring wheat"
2003,45.54,0.2428,2.53,917.7,150,146,0.3268,0.09601,46.74,,,238.188976377953,-117.077071,46.78029,173,"spring wheat"
2003,45.62,0.2316,2.42,924.7,136,131,0.3126,0.09067,47.52,,,313.976377952756,-117.076653,46.780414,174,"spring wheat"
2003,45,0.1777,2.384,930.7,167,161,0.3184,0.09717,47.75,,,342.51968503937,-117.080609,46.780565,190,"spring wheat"
2003,45.38,0.194,2.569,775.7,144,140,0.3529,0.1063,47.85,,,317.42125984252,-117.080191,46.780828,191,"spring wheat"
2003,45.46,0.2408,2.614,1148.7,129,125,0.4038,0.08131,47.64,,,339.566929133858,-117.079773,46.780799,192,"spring wheat"
2003,45.15,0.1862,2.478,865.7,155,148,0.6259,0.08978,47.9,,,240.649606299213,-117.079355,46.780763,193,"spring wheat"
2003,44.5,0.1688,2.309,576.7,129,124,0.3407,0.07441,46.97,,,221.456692913386,-117.07891312,46.78066353,194,"spring wheat"
2003,44.89,0.1727,2.265,800.7,154,150,0.241,0.06751,47.43,,,273.129921259842,-117.078519,46.780696,195,"spring wheat"
2003,44.95,0.1715,2.249,853.7,121,118,0.216,0.06853,46.84,,,310.03937007874,-117.078101,46.780701,196,"spring wheat"
2003,44.63,0.1726,2.256,656.7,137,131,0.2469,0.07758,46.26,,,278.051181102362,-117.077683,46.780638,197,"spring wheat"
2003,44.39,0.1826,2.371,728.7,152,148,0.3857,0.09091,46.95,,,276.082677165354,-117.077265,46.780802,198,"spring wheat"
2003,44.45,0.1583,2.02,-77777,168,165,0.2118,0.08855,47.13,,,319.881889763779,-117.076847,46.780576,199,"spring wheat"
2003,45.16,0.1859,2.533,935.7,105,102,0.3543,0.09184,47.6,,,324.311023622047,-117.079972,46.781085,216,"spring wheat"
2003,44.9,0.1963,2.708,1109.7,152,146,0.453,0.08248,48.15,,,316.437007874016,-117.079554,46.781049,217,"spring wheat"
2003,45.58,0.2022,2.735,1075.7,163,159,0.5774,0.09493,47.07,,,256.889763779528,-117.079136,46.78097,218,"spring wheat"
2003,44.66,0.1837,2.506,1093.7,164,161,0.415,0.07367,47.41,,,320.374015748031,-117.078718,46.780982,219,"spring wheat"
2003,44.53,0.1851,2.529,1109.7,133,128,0.374,0.07614,48.22,,,335.629921259842,-117.0783,46.780987,220,"spring wheat"
2003,44.59,0.1861,2.436,895.7,162,159,0.2944,0.09124,47.43,,,337.59842519685,-117.077882,46.780924,221,"spring wheat"
2003,44.53,0.1953,2.549,1047.7,133,128,0.4959,0.1128,47.25,,,345.472440944882,-117.077464,46.781088,222,"spring wheat"
2003,45.85,0.261,2.086,590.7,132,124,0.3421,0.09166,46.61,,,202.263779527559,-117.077046,46.780862,223,"spring wheat"
2003,45.22,0.2886,2.464,917.7,158,155,0.4366,0.1046,46.85,,,271.653543307087,-117.076628,46.780986,224,"spring wheat"
2003,45.59,0.1934,2.664,1057.7,128,122,0.4047,0.09311,46.45,,,339.566929133858,-117.079607,46.781371,241,"spring wheat"
2003,44.4,0.2028,2.803,1251.7,168,164,0.5436,0.08035,45.94,,,354.330708661417,-117.079189,46.781335,242,"spring wheat"
2003,45.53,0.1904,2.619,1129.7,147,141,0.4832,0.07261,47.49,,,297.244094488189,-117.078771,46.781256,243,"spring wheat"
2003,44.52,0.1975,2.566,1038.7,147,146,0.6073,0.09759,46.94,,,290.354330708661,-117.07838882,46.78129255,244,"spring wheat"
2003,44.84,0.1822,2.497,1115.7,124,119,0.4056,0.07532,46.71,,,327.263779527559,-117.077935,46.781273,245,"spring wheat"
2003,44.52,0.1822,2.406,1000.7,105,101,0.4276,0.07565,46.58,,,356.791338582677,-117.077517,46.78121,246,"spring wheat"
2003,44.75,0.1896,2.453,768.7,161,153,0.3066,0.08699,46.85,,,332.677165354331,-117.077099,46.781374,247,"spring wheat"
2003,44.73,0.256,2.024,1121.7,190,185,0.2265,0.0581,47.14,,,429.625984251968,-117.07669891,46.78116437,248,"spring wheat"
2003,44.78,0.2365,2.025,832.7,146,138,0.3073,0.07561,46.5,,,304.625984251968,-117.079594,46.781621,264,"spring wheat"
2003,44.84,0.2817,2.626,1178.7,151,145,0.5704,0.09087,46.59,,,351.870078740157,-117.0791581,46.78153382,265,"spring wheat"
2003,44.86,0.2752,2.657,770.7,113,112,0.5018,0.0808,45.81,,,273.129921259842,-117.078758,46.781554,266,"spring wheat"
2003,44.89,0.2889,2.653,1041.7,149,146,0.5371,0.09028,46.75,,,298.228346456693,-117.07834,46.781559,267,"spring wheat"
2003,45.36,0.3096,2.774,873.7,183,177,0.4469,0.119,46.19,,,375.492125984252,-117.077922,46.781496,268,"spring wheat"
2003,44.36,0.2425,1.918,1368.7,205,199,0.2268,0.0809,46.23,,,489.173228346457,-117.077504,46.78166,269,"spring wheat"
2003,45.01,0.2939,2.469,997.7,134,129,0.2971,0.07808,46.7,,,401.082677165354,-117.077086,46.781434,270,"spring wheat"
2003,45.17,0.272,2.164,953.7,150,147,0.3641,0.08629,46.55,,,376.968503937008,-117.076668,46.781558,271,"spring wheat"
2003,45.36,0.2834,2.521,943.7,129,125,0.3537,0.08218,46.91,,,324.311023622047,-117.07932,46.781907,287,"spring wheat"
2003,44.96,0.2961,2.796,1231.7,179,171,0.5748,0.0871,46.42,,,365.649606299213,-117.07886619,46.78180208,288,"spring wheat"
2003,47.27,0.3068,2.945,1098.7,141,138,0.4077,0.06136,46.41,,,437.992125984252,-117.078484,46.78184,289,"spring wheat"
2003,44.89,0.2861,2.485,1034.7,178,175,0.5213,0.09245,46.74,,,301.673228346457,-117.078066,46.781845,290,"spring wheat"
2003,45.44,0.3013,2.651,887.7,-77777,139,0.4293,0.108,46.56,,,286.909448818898,-117.077648,46.781782,291,"spring wheat"
2003,45.29,0.3153,2.808,1259.7,210,202,0.6424,0.1619,45.93,,,315.944881889764,-117.07723,46.781946,292,"spring wheat"
2003,45.02,0.2956,2.47,747.7,157,153,0.4135,0.1312,45.96,,,262.303149606299,-117.076812,46.78172,293,"spring wheat"
2003,45.13,0.2805,2.483,1018.7,200,195,0.3497,0.08466,46.14,,,405.511811023622,-117.078848,46.782114,313,"spring wheat"
2003,44.74,0.2389,2.28,1071.7,153,148,0.3588,0.08327,46.82,,,362.696850393701,-117.07843,46.782126,314,"spring wheat"
2003,45.08,0.3057,2.759,1587.7,169,160,0.5183,0.1907,46.1,,,447.834645669291,-117.07804184,46.78214737,315,"spring wheat"
2003,45.35,0.3285,2.954,1463.7,122,119,0.5432,0.1607,46.03,,,331.200787401575,-117.077594,46.782068,316,"spring wheat"
2003,44.99,0.2689,2.431,966.7,99,98,0.3816,0.07458,46.99,,,338.090551181102,-117.07889105,46.78239455,338,"spring wheat"
2003,,,,,,,,,,,,,-117.08417,46.778674,9,"winter barley"
2003,42.97,0.1443,1.253,,,,,,,,,408.464566929134,-117.083884,46.77896,30,"winter barley"
2003,43.1,0.1537,1.409,,,,,,,,,537.40157480315,-117.08372,46.779309,54,"winter barley"
2003,43.78,0.1508,1.381,,,,,,,,,558.070866141732,-117.083215,46.779516,80,"winter barley"
2003,43.6,0.1568,1.265,,,,,,,,,256.889763779528,-117.083065,46.779802,107,"winter barley"
2003,43.53,0.1477,1.3,,,,,,,,,382.381889763779,-117.082683,46.780157,134,"winter barley"
2003,43.81,0.1556,1.32,,,,,,,,,430.610236220472,-117.082505,46.78048,160,"winter barley"
2003,43.91,0.1522,1.365,873,172,161,0.2964,0.1212,46.24,,,507.874015748031,-117.082281,46.780766,186,"winter barley"
2003,43.32,0.1578,1.529,,,,,,,,,607.775590551181,-117.082062,46.780854,211,"winter barley"
2003,43.49,0.1537,1.361,,,,,,,,,529.035433070866,-117.081644,46.780993,212,"winter barley"
2003,43.77,0.1571,1.376,,,,,,,,,525.09842519685,-117.081697,46.78114,236,"winter barley"
2003,43.54,0.1554,1.337,939,127,120,0.3107,0.08529,45.7,,,525.590551181102,-117.081266,46.781567,260,"winter barley"
2003,44.56,0.1217,1.322,680,106,99,,,,,,359.251968503937,-117.080992,46.781853,283,"winter barley"
2003,44.38,0.1391,1.453,,,,,,,,,537.40157480315,-117.080571,46.782281,334,"winter barley"
2003,45.48,0.1529,1.573,696,130,122,,,,,,362.696850393701,-117.080153,46.782544,335,"winter barley"
2003,44.34,0.1295,1.397,,,,,,,,,471.948818897638,-117.08041408,46.78255608,358,"winter barley"
2003,44.74,0.1435,1.42,620,176,165,,,,,,285.925196850394,-117.080019,46.78283,359,"winter barley"
2003,,,,,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",,,-117.085006,46.778632,7,"winter canola"
2003,59.35,0.6107,3.876,,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",,147.637795275591,-117.084588,46.778721,8,"winter canola"
2003,60.03,0.5661,3.742,,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",,134.842519685039,-117.08472,46.778918,28,"winter canola"
2003,58.02,0.6407,4.252,,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",,177.657480314961,-117.084302,46.779007,29,"winter canola"
2003,60.63,0.5954,3.975,,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",,175.688976377953,-117.084138,46.779246,53,"winter canola"
2003,59.91,0.6117,4.06,,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",,193.405511811024,-117.084051,46.779532,78,"winter canola"
2003,58.18,0.6304,4.222,,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",,174.704724409449,-117.083633,46.779595,79,"winter canola"
2003,54.82,0.607,3.828,,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",,194.389763779528,-117.083483,46.779881,106,"winter canola"
2003,58.88,0.6414,4.002,,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",,175.196850393701,-117.083101,46.780088,133,"winter canola"
2003,60.25,0.595,3.628,839,223,217,0.2996,0.2877,48.84,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",,124.507874015748,-117.082923,46.780443,159,"winter canola"
2003,57.69,0.6463,4.531,,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",,204.724409448819,-117.082699,46.780729,185,"winter canola"
2003,56.29,0.6445,3.905,,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",,142.224409448819,-117.08248,46.781052,210,"winter canola"
2003,58.15,0.7118,4.449,942,170,164,0.3574,0.4035,46.28,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",,179.133858267717,-117.082115,46.781338,235,"winter canola"
2003,58.38,0.638,4.178,,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",,186.023622047244,-117.082102,46.781426,258,"winter canola"
2003,58.99,0.6116,3.999,,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",,140.255905511811,-117.081684,46.781565,259,"winter canola"
2003,31.56,0.2646,1.751,,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",,137.795275590551,-117.08181228,46.78170481,281,"winter canola"
2003,59.92,0.5806,3.726,,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",,147.637795275591,-117.08141,46.781851,282,"winter canola"
2003,60.36,0.5736,3.775,789,167,161,0.246,0.3094,47.93,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",,156.003937007874,-117.081356,46.782137,307,"winter canola"
2003,63.8,0.5583,4.228,,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",,173.720472440945,-117.080938,46.782139,308,"winter canola"
2003,61.62,0.5009,3.739,693,140,135,0.3242,0.3053,47.92,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",,122.53937007874,-117.080989,46.782425,333,"winter canola"
2003,62.7,0.6242,4.167,752,141,138,0.3571,0.08434,46.98,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",,167.322834645669,-117.080454,46.782853,380,"winter canola"
2003,56.8,0.5723,4.151,,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",,102.362204724409,-117.080036,46.783116,381,"winter canola"
2003,45.61,0.2336,3.524,,,,,,,"Reseeded with spring pea (cruisers)",,81.5,-117.08541875,46.77877321,6,"winter pea"
2003,45.34,0.2668,3.651,,,,,,,"Reseeded with spring pea (cruisers)",,84,-117.08511704,46.77906282,27,"winter pea"
2003,45.1,0.2715,3.703,,,,,,,"Reseeded with spring pea (cruisers)",,32,-117.08496351,46.77919681,51,"winter pea"
2003,44.91,0.2087,3.265,,,,,,,"Reseeded with spring pea (cruisers)",,129.5,-117.084556,46.779293,52,"winter pea"
2003,44.84,0.1935,3.177,,,,,,,"Reseeded with spring pea (cruisers)",,127,-117.084469,46.779579,77,"winter pea"
2003,44.78,0.2366,3.412,,,,,,,"Reseeded with spring pea (cruisers)",,75.5,-117.083901,46.779818,105,"winter pea"
2003,45.05,0.2306,3.212,,,,,,,"Reseeded with spring pea (cruisers)",,77,-117.083937,46.780104,131,"winter pea"
2003,44.93,0.217,3.317,,,,,,,"Reseeded with spring pea (cruisers)",,100,-117.083519,46.780167,132,"winter pea"
2003,45.23,0.2275,3.256,272,61,60,0.3926,0.1042,47.79,"Reseeded with spring pea (cruisers)",,81,-117.083341,46.780374,158,"winter pea"
2003,45.02,0.2033,3.082,,,,,,,"Reseeded with spring pea (cruisers)",,141,-117.083117,46.78066,184,"winter pea"
2003,45.24,0.2495,3.543,,,,,,,"Reseeded with spring pea (cruisers)",,94.5,-117.082898,46.781015,209,"winter pea"
2003,45.16,0.2193,3.377,428,124,121,0.4342,0.08911,45.41,"Reseeded with spring pea (cruisers)",,133,-117.082533,46.781301,234,"winter pea"
2003,44.94,0.2186,3.314,340,87,86,,,,"Reseeded with spring pea (cruisers)",,98.5,-117.081774,46.781998,306,"winter pea"
2003,45.48,0.2171,3.262,,,,,,,"Reseeded with spring pea (cruisers)",,47,-117.081407,46.782423,332,"winter pea"
2003,44.78,0.2258,3.295,313,70,69,0.3574,0.06243,46.95,"Reseeded with spring pea (cruisers)",,56,-117.081273,46.782709,356,"winter pea"
2003,44.64,0.2103,3.31,,,,,,,"Reseeded with spring pea (cruisers)",,106.5,-117.080855,46.782711,357,"winter pea"
2003,45.29,0.2123,3.365,,,,,,,"Reseeded with spring pea (cruisers)",,80.5,-117.080872,46.782997,379,"winter pea"
2003,45.1,0.2455,3.652,252,91,89,0.3266,0.05872,47.6,"Reseeded with spring pea (cruisers)",,31.5,-117.080572,46.783139,402,"winter pea"
2003,44.8,0.1801,2.074,,,,,,,,,395.669291338583,-117.087514,46.778729,1,"winter wheat"
2003,44.27,0.1612,1.767,,,,,,,,,371.062992125984,-117.08706455,46.77869163,2,"winter wheat"
2003,44.27,0.16,1.874,,,,,,,,,502.46062992126,-117.086678,46.778791,3,"winter wheat"
2003,44.51,0.1524,1.745,,,,,,,,,566.929133858268,-117.08626,46.778761,4,"winter wheat"
2003,45.06,0.1932,2.561,,,,,,,,,321.850393700787,-117.08888012,46.77895174,18,"winter wheat"
2003,45.14,0.1949,2.373,,,,,,,,,403.051181102362,-117.08846626,46.77882662,19,"winter wheat"
2003,44.69,0.1757,2.075,,,,,,,,,507.874015748031,-117.088064,46.778867,20,"winter wheat"
2003,44.5,0.1794,2.086,,,,,,,,,530.01968503937,-117.087646,46.778842,21,"winter wheat"
2003,44.51,0.1732,2.043,,,,,,,,,552.165354330709,-117.087228,46.779015,22,"winter wheat"
2003,44.59,0.1696,1.985,,,,,,,,,496.555118110236,-117.08683097,46.77900278,23,"winter wheat"
2003,44.32,0.1723,2.074,,,,,,,,,617.125984251968,-117.086392,46.779077,24,"winter wheat"
2003,45.02,0.1513,1.656,,,,,,,,,518.700787401575,-117.085974,46.779047,25,"winter wheat"
2003,44.34,0.1795,2.166,,,,,,,,,441.437007874016,-117.08870619,46.77911338,42,"winter wheat"
2003,44.57,0.1766,2.099,,,,,,,,,521.653543307087,-117.088318,46.779153,43,"winter wheat"
2003,45.19,0.2009,2.389,,,,,,,,,351.870078740157,-117.0879,46.779128,44,"winter wheat"
2003,45.2,0.191,2.236,,,,,,,,,365.157480314961,-117.08746351,46.77928833,45,"winter wheat"
2003,45.05,0.1695,1.974,,,,,,,,,476.377952755905,-117.087064,46.779278,46,"winter wheat"
2003,44.65,0.1787,2.076,,,,,,,,,458.661417322835,-117.086646,46.779363,47,"winter wheat"
2003,43.4,0.1468,1.959,,,,,,,,,558.070866141732,-117.086228,46.779333,48,"winter wheat"
2003,44.76,0.1843,2.249,,,,,,,,,452.263779527559,-117.08581,46.779238,49,"winter wheat"
2003,44.62,0.1808,2.137,,,,,,,,,423.720472440945,-117.088231,46.779439,68,"winter wheat"
2003,44.74,0.1916,2.312,,,,,,,,,475.393700787402,-117.087813,46.779414,69,"winter wheat"
2003,44.58,0.1924,2.397,,,,,,,,,360.728346456693,-117.087395,46.779587,70,"winter wheat"
2003,44.8,0.1787,2.119,,,,,,,,,482.775590551181,-117.086977,46.779564,71,"winter wheat"
2003,44.45,0.1729,2.06,,,,,,,,,605.807086614173,-117.086559,46.779649,72,"winter wheat"
2003,44.87,0.1633,2.212,,,,,,,,,478.346456692913,-117.08617246,46.77963697,73,"winter wheat"
2003,44.83,0.1658,1.822,,,,,,,,,591.043307086614,-117.08569155,46.77950963,74,"winter wheat"
2003,44.44,0.1703,2.042,,,,,,,,,482.775590551181,-117.085305,46.779642,75,"winter wheat"
2003,44.59,0.1921,2.372,,,,,,,,,357.775590551181,-117.08807304,46.77971682,95,"winter wheat"
2003,44.56,0.1601,1.849,,,,,,,,,439.468503937008,-117.087663,46.7797,96,"winter wheat"
2003,44.87,0.1893,2.276,,,,,,,,,414.370078740157,-117.087245,46.779873,97,"winter wheat"
2003,44.58,0.1686,1.963,,,,,,,,,521.653543307087,-117.086827,46.77985,98,"winter wheat"
2003,44.36,0.1743,2.229,,,,,,,,,556.102362204724,-117.086409,46.779935,99,"winter wheat"
2003,44.78,0.185,2.165,,,,,,,,,608.267716535433,-117.085991,46.779905,100,"winter wheat"
2003,45,0.175,1.99,,,,,,,,,552.165354330709,-117.085573,46.77981,101,"winter wheat"
2003,44.71,0.1593,1.868,,,,,,,,,494.094488188976,-117.085155,46.779928,102,"winter wheat"
2003,44.81,0.1903,2.272,,,,,,,,,525.09842519685,-117.087699,46.779986,122,"winter wheat"
2003,44.62,0.1831,2.135,,,,,,,,,599.90157480315,-117.087281,46.780159,123,"winter wheat"
2003,44.76,0.1933,2.354,,,,,,,,,381.397637795276,-117.086863,46.780136,124,"winter wheat"
2003,44.9,0.1716,1.988,,,,,,,,,530.511811023622,-117.086445,46.780221,125,"winter wheat"
2003,44.87,0.1767,2.066,,,,,,,,,415.846456692913,-117.08601127,46.78018382,126,"winter wheat"
2003,,,,,,,,,,,,511.318897637795,-117.08559328,46.78008882,127,"winter wheat"
2003,45.13,0.1786,2.057,,,,,,,,,457.185039370079,-117.085191,46.780214,128,"winter wheat"
2003,45.03,0.1568,1.775,,,,,,,,,549.704724409449,-117.084773,46.780062,129,"winter wheat"
2003,44.71,0.1859,2.178,,,,,,,,,459.153543307087,-117.087103,46.780422,149,"winter wheat"
2003,44.75,0.1841,2.164,,,,,,,,,522.145669291339,-117.086685,46.780507,150,"winter wheat"
2003,45.1,0.1617,1.885,,,,,,,,,609.251968503937,-117.08622506,46.78045544,151,"winter wheat"
2003,43.54,0.1643,2.207,,,,,,,,,539.862204724409,-117.08583327,46.78037122,152,"winter wheat"
2003,42.83,0.1715,2.176,,,,,,,,,599.409448818898,-117.085431,46.7805,153,"winter wheat"
2003,43.36,0.1579,1.975,,,,,,,,,479.822834645669,-117.085013,46.780348,154,"winter wheat"
2003,43.06,0.158,2.018,,,,,,,,,398.129921259842,-117.084595,46.780437,155,"winter wheat"
2003,42.96,0.1683,2.125,,,,,,,,,508.858267716535,-117.086879,46.780708,175,"winter wheat"
2003,42.93,0.1489,1.789,,,,,,,,,624.507874015748,-117.08647678,46.78080097,176,"winter wheat"
2003,43.59,0.1547,1.895,,,,,,,,,506.397637795276,-117.086043,46.780763,177,"winter wheat"
2003,44.4,0.1648,1.978,,,,,,,,,634.842519685039,-117.085625,46.780668,178,"winter wheat"
2003,44.26,0.1866,2.268,,,,,,,,,477.854330708661,-117.085207,46.780786,179,"winter wheat"
2003,44.68,0.197,2.365,,,,,,,,,354.822834645669,-117.084789,46.780634,180,"winter wheat"
2003,44.18,0.1598,1.913,,,,,,,,,482.283464566929,-117.084371,46.780723,181,"winter wheat"
2003,44.43,0.157,1.701,,,,,,,,,244.586614173228,-117.0866262,46.7810531,200,"winter wheat"
2003,44.49,0.1831,2.142,,,,,,,,,365.649606299213,-117.086242,46.781049,201,"winter wheat"
2003,44.7,0.1692,2.017,,,,,,,,,543.307086614173,-117.085824,46.780954,202,"winter wheat"
2003,44.28,0.1847,2.207,,,,,,,,,472.44094488189,-117.085406,46.781072,203,"winter wheat"
2003,44.74,0.181,2.345,1494,104,103,0.3635,0.08417,47.8,,,428.641732283465,-117.084988,46.78092,204,"winter wheat"
2003,44.54,0.1677,1.919,,,,,,,,,536.909448818898,-117.08457,46.781009,205,"winter wheat"
2003,43.97,0.1517,1.718,,,,,,,,,548.720472440945,-117.084152,46.780962,206,"winter wheat"
2003,44.27,0.1575,1.851,,,,,,,,,565.944881889764,-117.08375497,46.78103938,207,"winter wheat"
2003,44.58,0.1763,1.986,,,,,,,,,345.964566929134,-117.086295,46.781365,225,"winter wheat"
2003,44.54,0.1668,1.864,,,,,,,,,529.035433070866,-117.08586126,46.78132062,226,"winter wheat"
2003,44.55,0.1707,2.016,,,,,,,,,495.07874015748,-117.08543278,46.78122203,227,"winter wheat"
2003,45.05,0.1834,2.146,,,,,,,,,420.767716535433,-117.085041,46.781358,228,"winter wheat"
2003,44.56,0.153,1.771,,,,,,,,,518.208661417323,-117.084623,46.781206,229,"winter wheat"
2003,43.78,0.1642,1.917,,,,,,,,,427.657480314961,-117.084205,46.781295,230,"winter wheat"
2003,44.36,0.1525,1.74,,,,,,,,,394.192913385827,-117.083787,46.781248,231,"winter wheat"
2003,44.62,0.1859,2.215,,,,,,,,,567.42125984252,-117.085864,46.781526,249,"winter wheat"
2003,45.12,0.1829,2.268,,,,,,,,,517.716535433071,-117.085446,46.781644,250,"winter wheat"
2003,44.47,0.167,1.926,,,,,,,,,381.889763779528,-117.085028,46.781492,251,"winter wheat"
2003,44.34,0.1655,1.954,,,,,,,,,433.562992125984,-117.08457853,46.78155584,252,"winter wheat"
2003,44.29,0.1774,2.064,1521,184,184,0.3458,0.06572,46.4,,,476.377952755905,-117.084192,46.781534,253,"winter wheat"
2003,44.21,0.1724,2.085,,,,,,,,,529.035433070866,-117.083774,46.781597,254,"winter wheat"
2003,44.42,0.1525,1.715,,,,,,,,,545.767716535433,-117.083356,46.781518,255,"winter wheat"
2003,44.42,0.1625,1.824,,,,,,,,,512.795275590551,-117.08559,46.781812,272,"winter wheat"
2003,44.86,0.208,2.614,,,,,,,,,340.551181102362,-117.085172,46.78193,273,"winter wheat"
2003,44.52,0.1893,2.342,,,,,,,,,583.169291338583,-117.084754,46.781778,274,"winter wheat"
2003,44.52,0.1717,2.07,,,,,,,,,668.307086614173,-117.08435697,46.78187778,275,"winter wheat"
2003,44.54,0.1784,2.138,,,,,,,,,519.192913385827,-117.083918,46.78182,276,"winter wheat"
2003,44.37,0.1638,1.879,,,,,,,,,454.724409448819,-117.0835,46.781883,277,"winter wheat"
2003,44.06,0.1658,1.883,,,,,,,,,570.866141732283,-117.083082,46.781804,278,"winter wheat"
