"Year","Project","Crop","Sample Location ID","Column","Row2","Point Number","Point/Plot Treatment","Sample Location Easting","Sample Location Northing","Grain Carbon %","Grain Sulfur %","Grain Nitrogen %","Non-Residue Grain Sample Area (square meters)","Non-Residue Grain Wet Weight (grams)","Non-Residue grain dry weight (grams)","Grain Nitrogen %__1","Grain Sulfur %__1","Grain Carbon %__1","Crop__1","Residue Sample Area (square meters)","Residue plus Grain Wet Weight (grams)","Residue sample Grain Wet Weight (grams)","Residue sample Grain Dry Weight (grams)","Total Residue Wet Weight (grams)","Residue Sub-Sample Wet Weight (grams)","Residue Sub-Sample Dry Weight (grams)","Residue Nitrogen %","Residue Sulfur %","Residue Carbon %","Grain Harvest Comments","Residue Sample Comments","total area harvested (M2)","total grain yield wet(grams)","total grain yield dry (grams)","total grain yield wet (grams/M2)","total grain yield dry(grams/M2)","X","Y","ID2","Strip","Field"
2004,"Grid Points","winter wheat",221,28,"I",,,494054.817732998,5180822.40135999,44.35,0.1652,1.816,2.032,1321,1246,1.816,0.1652,44.35,"winter wheat",0,0,0,0,,,,,,,,,2.032,1321,1246,650.09842519685,613.188976377953,-117.077882,46.780924,221,5,"C"
2004,"Grid Points","winter wheat",222,29,"I",,,494086.744038,5180840.59387,44.33,0.1678,1.898,2.032,1192,1111,1.898,0.1678,44.33,"winter wheat",0,0,0,0,,,,,,,,,2.032,1192,1111,586.614173228346,546.751968503937,-117.077464,46.781088,222,5,"C"
2004,"Grid Points","winter wheat",223,30,"I",,,494118.627680998,5180815.44892,44.56,0.1909,2.213,2.032,1016,948,2.213,0.1909,44.56,"winter wheat",0,0,0,0,,,,,,,,,2.032,1016,948,500,466.535433070866,-117.077046,46.780862,223,6,"C"
2004,"Grid Points","winter wheat",224,31,"I",,,494150.549497,5180829.19687999,44.73,0.1744,1.994,2.032,1184,1110,1.994,0.1744,44.73,"winter wheat",0,0,0,0,,,,,,,,,2.032,1184,1110,582.677165354331,546.259842519685,-117.076628,46.780986,224,7,"C"
2004,"Grid Points","winter wheat",241,23,"J",,,493923.188832,5180872.20483,45.55,0.1687,1.881,2.032,1256,1181,1.881,0.1687,45.55,"winter wheat",0,0,0,0,,,,,,,,,2.032,1256,1181,618.110236220472,581.200787401575,-117.079607,46.781371,241,1,"C"
2004,"Grid Points","winter wheat",242,24,"J",,,493955.092889,5180868.17221,45.58,0.1681,1.925,2.032,1441,1346,1.925,0.1681,45.58,"winter wheat",0,0,0,0,,,,,,,,,2.032,1441,1346,709.153543307087,662.40157480315,-117.079189,46.781335,242,2,"C"
2004,"Grid Points","winter wheat",243,25,"J",,,493986.992199998,5180859.36151,42.35,0.1427,1.729,0,0,0,1.729,0.1427,42.35,"winter wheat",2.032,3286,1315,1232,1971,124,119,,,,,,2.032,1315,1232,647.145669291339,606.299212598425,-117.078771,46.781256,243,3,"C"
2004,"Grid Points","winter wheat",244,26,"J",,,494016.170361,5180863.39441,44.68,0.1567,1.81,2.032,1462,1365,1.81,0.1567,44.68,"winter wheat",0,0,0,0,,,,,,,,,2.032,1462,1365,719.488188976378,671.751968503937,-117.07838882,46.78129255,244,3,"C"
2004,"Grid Points","winter wheat",245,27,"J",,,494050.810379998,5180861.18699,44.4,0.1627,1.863,2.032,1185,1126,1.863,0.1627,44.4,"winter wheat",0,0,0,0,,,,,,,,,2.032,1185,1126,583.169291338583,554.133858267717,-117.077935,46.781273,245,4,"C"
2004,"Grid Points","winter wheat",246,28,"J",,,494082.711621,5180854.15474999,44.39,0.1505,1.683,2.032,1319,1256,1.683,0.1505,44.39,"winter wheat",0,0,0,0,,,,,,,,,2.032,1319,1256,649.114173228346,618.110236220472,-117.077517,46.78121,246,5,"C"
2004,"Grid Points","winter wheat",247,29,"J",,,494114.637672999,5180872.3474,44.27,0.1847,2.123,2.032,1436,1340,2.123,0.1847,44.27,"winter wheat",0,0,0,0,,,,,,,,,2.032,1436,1340,706.692913385827,659.448818897638,-117.077099,46.781374,247,5,"C"
2004,"Grid Points","winter wheat",248,30,"J",,,494145.155603,5180849.02348,43.91,0.1758,1.978,2.032,1586,1479,1.978,0.1758,43.91,"winter wheat",0,0,0,0,,,,,,,,,2.032,1586,1479,780.511811023622,727.854330708661,-117.07669891,46.78116437,248,6,"C"
2004,"Grid Points","winter wheat",264,24,"K",,,493924.209313,5180899.98434999,45.02,0.1557,1.816,2.032,1233,1161,1.816,0.1557,45.02,"winter wheat",0,0,0,0,,,,,,,,,2.032,1233,1161,606.791338582677,571.358267716535,-117.079594,46.781621,264,1,"C"
2004,"Grid Points","winter wheat",265,25,"K",,,493957.474071,5180890.26303999,45.13,0.1605,1.856,2.032,1625,1517,1.856,0.1605,45.13,"winter wheat",0,0,0,0,,,,,,,,,2.032,1625,1517,799.704724409449,746.555118110236,-117.0791581,46.78153382,265,2,"C"
2004,"Grid Points","winter wheat",266,26,"K",,,493988.017731,5180892.47489998,44.52,0.1523,1.955,2.032,1477,1374,1.955,0.1523,44.52,"winter wheat",0,0,0,0,,,,,,,,,2.032,1477,1374,726.870078740158,676.181102362205,-117.078758,46.781554,266,2,"C"
2004,"Grid Points","winter wheat",267,27,"K",,,494019.926261999,5180892.99863,42.93,0.1624,1.982,0,0,0,1.982,0.1624,42.93,"winter wheat",2.032,3376,1369,1299,2007,187,168,,,,,,2.032,1369,1299,673.720472440945,639.271653543307,-117.07834,46.781559,267,3,"C"
2004,"Grid Points","winter wheat",268,28,"K",,,494051.827297999,5180885.96623,44.52,0.172,2.012,2.032,974,912,2.012,0.172,44.52,"winter wheat",0,0,0,0,,,,,,,,,2.032,974,912,479.330708661417,448.818897637795,-117.077922,46.781496,268,4,"C"
2004,"Grid Points","winter wheat",269,29,"K",,,494083.753275,5180904.15871999,44.33,0.1458,1.525,2.032,956,889,1.525,0.1458,44.33,"winter wheat",0,0,0,0,,,,,,,,,2.032,956,889,470.472440944882,437.5,-117.077504,46.78166,269,4,"C"
2004,"Grid Points","winter wheat",270,30,"K",,,494115.636567,5180879.01374998,44.57,0.1584,1.778,2.032,1409,1326,1.778,0.1584,44.57,"winter wheat",0,0,0,0,,,,,,,,,2.032,1409,1326,693.405511811024,652.55905511811,-117.077086,46.781434,270,5,"C"
2004,"Grid Points","winter wheat",271,31,"K",,,494147.558052,5180892.76169,44.59,0.1764,2.009,2.032,869,812,2.009,0.1764,44.59,"winter wheat",0,0,0,0,,,,,,,,,2.032,869,812,427.657480314961,399.606299212598,-117.076668,46.781558,271,6,"C"
2004,"Grid Points","winter wheat",287,24,"L",,,493945.157106,5180931.74412999,45.02,0.1723,2.097,2.032,1310,1240,2.097,0.1723,45.02,"winter wheat",0,0,0,0,,,,,,,,,2.032,1310,1240,644.685039370079,610.236220472441,-117.07932,46.781907,287,1,"C"
2004,"Grid Points","winter wheat",288,25,"L",,,493979.786992,5180920.05083999,45.64,0.1694,1.979,2.032,1522,1419,1.979,0.1694,45.64,"winter wheat",0,0,0,0,,,,,,,,,2.032,1522,1419,749.015748031496,698.326771653543,-117.07886619,46.78180208,288,2,"C"
2004,"Grid Points","winter wheat",289,26,"L",,,494008.965211,5180924.23491,44.91,0.1775,2.131,2.032,1573,1476,2.131,0.1775,44.91,"winter wheat",0,0,0,0,,,,,,,,,2.032,1573,1476,774.114173228346,726.377952755906,-117.078484,46.78184,289,2,"C"
2004,"Grid Points","winter wheat",290,27,"L",,,494040.873572,5180924.75875,44.72,0.1682,1.894,2.032,1352,1261,1.894,0.1682,44.72,"winter wheat",0,0,0,0,,,,,,,,,2.032,1352,1261,665.354330708661,620.570866141732,-117.078066,46.781845,290,3,"C"
2004,"Grid Points","winter wheat",291,28,"L",,,494072.774463,5180917.72645999,44.68,0.1605,1.749,2.032,1062,990,1.749,0.1605,44.68,"winter wheat",0,0,0,0,,,,,,,,,2.032,1062,990,522.637795275591,487.204724409449,-117.077648,46.781782,291,4,"C"
2004,"Grid Points","winter wheat",292,29,"L",,,494104.700208,5180935.91906,44.06,0.1998,2.375,2.032,955,907,2.375,0.1998,44.06,"winter wheat",0,0,0,0,,,,,,,,,2.032,955,907,469.98031496063,446.358267716535,-117.07723,46.781946,292,4,"C"
2004,"Grid Points","winter wheat",293,30,"L",,,494136.583418,5180910.77421,44.45,0.1857,2.085,2.032,1128,1049,2.085,0.1857,44.45,"winter wheat",0,0,0,0,,,,,,,,,2.032,1128,1049,555.11811023622,516.240157480315,-117.076812,46.78172,293,5,"C"
2004,"Grid Points","winter wheat",313,25,"M",,,493981.209999,5180954.71016998,,,,,,,,,,"winter wheat",,,,,,,,,,,,,,,,,,-117.078848,46.782114,313,1,"C"
2004,"Grid Points","winter wheat",314,26,"M",,,494013.118976,5180956.01171998,45.04,0.1754,2.078,2.032,985,911,2.078,0.1754,45.04,"winter wheat",0,0,0,0,,,,,,,,,2.032,985,911,484.744094488189,448.326771653543,-117.07843,46.782126,314,2,"C"
2004,"Grid Points","winter wheat",315,27,"M",,,494042.751065,5180958.35647,44.75,0.1949,2.402,2.032,1076,1000,2.402,0.1949,44.75,"winter wheat",0,0,0,0,,,,,,,,,2.032,1076,1000,529.527559055118,492.125984251968,-117.07804184,46.78214737,315,2,"C"
2004,"Grid Points","winter wheat",316,28,"M",,,494076.927894998,5180949.50332,44.48,0.1932,2.293,2.032,1046,996,2.293,0.1932,44.48,"winter wheat",0,0,0,0,,,,,,,,,2.032,1046,996,514.763779527559,490.157480314961,-117.077594,46.782068,316,3,"C"
2004,"Grid Points","winter wheat",338,25,"N",,,493977.955288,5180985.88857,45.25,0.1665,1.954,2.032,1199,1119,1.954,0.1665,45.25,"winter wheat",0,0,0,0,,,,,,,,,2.032,1199,1119,590.05905511811,550.688976377953,-117.07889105,46.78239455,338,1,"C"
2005,"Grid Points","spring barley",14,19,"A",,,493768.288538,5180574.29337,45.23,0.1626,1.699,2.032,960,954,1.699,0.1626,45.23,"spring barley",0,0,0,0,,,,,,,,,2.032,960,954,472.44094488189,469.488188976378,-117.08163216,46.77868863,14,3,"C"
2005,"Grid Points","spring barley",15,20,"A",,,493797.922326,5180576.30343998,45.5,0.1698,1.594,2.032,710,702,1.594,0.1698,45.5,"spring barley",0,0,0,0,,,,,,,,,2.032,710,702,349.409448818898,345.472440944882,-117.081244,46.778707,15,3,"C"
2005,"Grid Points","spring barley",37,20,"B",,,493819.787974999,5180608.06183,45.7,0.1604,1.581,2.032,818,810,1.581,0.1604,45.7,"spring barley",0,0,0,0,,,,,,,,,2.032,818,810,402.55905511811,398.622047244094,-117.080958,46.778993,37,3,"C"
2005,"Grid Points","spring barley",61,21,"C",,,493832.323702,5180623.82828,45.67,0.1744,1.787,2.032,1202,1192,1.787,0.1744,45.67,"spring barley",0,0,0,0,,,,,,,,,2.032,1202,1192,591.535433070866,586.614173228346,-117.080794,46.779135,61,3,"C"
2005,"Grid Points","spring barley",62,22,"C",,,493862.442104,5180655.29678,45.54,0.1952,1.839,2.032,993,986,1.839,0.1952,45.54,"spring barley",0,0,0,0,,,,,,,,,2.032,993,986,488.681102362205,485.236220472441,-117.08039988,46.77941847,62,3,"C"
2005,"Grid Points","spring barley",86,21,"D",,,493838.997756,5180655.60237,45.67,0.1684,1.732,2.032,895,891,1.732,0.1684,45.67,"spring barley",0,0,0,0,,,,,,,,,2.032,895,891,440.452755905512,438.484251968504,-117.080707,46.779421,86,3,"C"
2005,"Grid Points","spring barley",87,22,"D",,,493870.936838,5180684.7948,44.97,0.1762,1.799,2.032,993,990,1.799,0.1762,44.97,"spring barley",0,0,0,0,,,,,,,,,2.032,993,990,488.681102362205,487.204724409449,-117.080289,46.779684,87,3,"C"
2005,"Grid Points","spring barley",113,21,"E",,,493851.846663,5180685.55066,45.39,0.135,1.649,2.032,1138,1134,1.649,0.135,45.39,"spring barley",0,0,0,0,,,,,,,,,2.032,1138,1134,560.03937007874,558.070866141732,-117.08053909,46.77969063,113,3,"C"
2005,"Grid Points","spring barley",114,22,"E",,,493882.419858,5180716.56403999,45.93,0.1332,1.62,0,0,0,1.62,0.1332,45.93,"spring barley",2.032,1877,833,827,1044,114,110,,,,,,2.032,833,827,409.94094488189,406.988188976378,-117.080139,46.77997,114,3,"C"
2005,"Grid Points","spring barley",141,23,"F",,,493911.609605,5180745.09276,45.93,0.1483,1.721,2.032,934,929,1.721,0.1483,45.93,"spring barley",0,0,0,0,,,,,,,,,2.032,934,929,459.645669291339,457.185039370079,-117.079757,46.780227,141,3,"C"
2005,"Grid Points","spring barley",167,24,"G",,,493925.225664998,5180772.85950998,43.14,0.2107,1.874,0,0,0,1.874,0.2107,43.14,"spring barley",2.032,2008,874,869,1134,116,111,,,,,,2.032,874,869,430.11811023622,427.657480314961,-117.079579,46.780477,167,3,"C"
2005,"Grid Points","spring barley",193,24,"H",,,493942.357093998,5180804.62315,45.32,0.1866,1.901,0,0,0,1.901,0.1866,45.32,"spring barley",2.032,2417,1088,1079,1329,95,91,,,,,,2.032,1088,1079,535.433070866142,531.003937007874,-117.079355,46.780763,193,3,"C"
2005,"Grid Points","spring barley",218,25,"I",,,493959.097828998,5180827.60857,45.67,0.1603,1.597,2.032,1164,1150,1.597,0.1603,45.67,"spring barley",0,0,0,0,,,,,,,,,2.032,1164,1150,572.834645669291,565.944881889764,-117.079136,46.78097,218,3,"C"
2005,"Grid Points","spring barley",219,26,"I",,,493991.007487,5180828.91,45.24,0.1599,1.582,2.032,970,961,1.582,0.1599,45.24,"spring barley",0,0,0,0,,,,,,,,,2.032,970,961,477.362204724409,472.933070866142,-117.078718,46.780982,219,3,"C"
2005,"Grid Points","spring barley",243,25,"J",,,493986.992199998,5180859.36151,45.98,0.1819,2.12,0,0,0,2.12,0.1819,45.98,"spring barley",2.032,1948,726,721,1222,64,61,,,,,,2.032,726,721,357.283464566929,354.822834645669,-117.078771,46.781256,243,3,"C"
2005,"Grid Points","spring barley",244,26,"J",,,494016.170361,5180863.39441,44.78,0.1611,1.653,2.032,966,954,1.653,0.1611,44.78,"spring barley",0,0,0,0,,,,,,,,,2.032,966,954,475.393700787402,469.488188976378,-117.07838882,46.78129255,244,3,"C"
2005,"Grid Points","spring barley",267,27,"K",,,494019.926261999,5180892.99863,45.94,0.1733,1.969,0,0,0,1.969,0.1733,45.94,"spring barley",2.032,3238,1383,1360,1855,112,108,,,,,,2.032,1383,1360,680.610236220472,669.291338582677,-117.07834,46.781559,267,3,"C"
2005,"Grid Points","spring barley",290,27,"L",,,494040.873572,5180924.75875,44.93,0.183,1.939,2.032,1057,1047,1.939,0.183,44.93,"spring barley",0,0,0,0,,,,,,,,,2.032,1057,1047,520.177165354331,515.255905511811,-117.078066,46.781845,290,3,"C"
2005,"Grid Points","spring barley",316,28,"M",,,494076.927894998,5180949.50332,45.47,0.1725,2.04,2.032,1073,1041,2.04,0.1725,45.47,"spring barley",0,0,0,0,,,,,,,,,2.032,1073,1041,528.051181102362,512.303149606299,-117.077594,46.782068,316,3,"C"
2005,"Grid Points","spring canola",17,23,"A",,,493893.661479,5180586.20627,,,,,,,,,,"spring canola",,,,,,,,,,,,,,,,,,-117.07999,46.778797,17,5,"C"
2005,"Grid Points","spring canola",40,23,"B",,,493915.526583998,5180617.96501,56.16,0.7739,4.158,2,137,133,4.158,0.7739,56.16,"spring canola",0,0,0,0,,,,,,,,,2,137,133,68.5,66.5,-117.079704,46.779083,40,5,"C"
2005,"Grid Points","spring canola",64,24,"C",,,493928.07418,5180645.73285,56.34,0.5784,4.178,2,239,232,4.178,0.5784,56.34,"spring canola",0,0,0,0,,,,,,,,,2,239,232,119.5,116,-117.07954,46.779333,64,5,"C"
2005,"Grid Points","spring canola",89,24,"D",,,493935.202922998,5180676.14137998,57.94,0.6059,4.312,2,283,276,4.312,0.6059,57.94,"spring canola",0,0,0,0,,,,,,,,,2,283,276,141.5,138,-117.07944702,46.77960671,89,5,"C"
2005,"Grid Points","spring canola",90,25,"D",,,493966.647998998,5180668.69624,56.52,0.6166,4.17,2,240,233,4.17,0.6166,56.52,"spring canola",0,0,0,0,,,,,,,,,2,240,233,120,116.5,-117.079035,46.77954,90,5,"C"
2005,"Grid Points","spring canola",93,28,"D",,,494062.370444,5180663.48916,56.98,0.6212,4.376,2,191,186,4.376,0.6212,56.98,"spring canola",0,0,0,0,,,,,,,,,2,191,186,95.5,93,-117.077781,46.779494,93,8,"C"
2005,"Grid Points","spring canola",94,29,"D",,,494094.297571,5180681.68169999,56.27,0.6474,4.34,2,181,175,4.34,0.6474,56.27,"spring canola",0,0,0,0,,,,,,,,,2,181,175,90.5,87.5,-117.077363,46.779658,94,8,"C"
2005,"Grid Points","spring canola",117,25,"E",,,493978.130543,5180700.46564999,57.62,0.5728,4.071,0,0,0,4.071,0.5728,57.62,"spring canola",2,1119,328,320,791,171,164,,,,,,2,328,320,164,160,-117.078885,46.779826,117,5,"C"
2005,"Grid Points","spring canola",121,29,"E",,,494105.779413999,5180713.45134999,56.74,0.698,4.385,2,73,71,4.385,0.698,56.74,"spring canola",0,0,0,0,,,,,,,,,2,73,71,36.5,35.5,-117.077213,46.779944,121,8,"C"
2005,"Grid Points","spring canola",143,25,"F",,,493976.779961998,5180731.33887999,52.24,0.5791,4.088,2,232,226,4.088,0.5791,52.24,"spring canola",0,0,0,0,,,,,,,,,2,232,226,116,113,-117.0789031,46.78010382,143,5,"C"
2005,"Grid Points","spring canola",144,26,"F",,,494007.324461999,5180733.55083999,57.37,0.6696,4.506,2,212,206,4.506,0.6696,57.37,"spring canola",0,0,0,0,,,,,,,,,2,212,206,106,103,-117.078503,46.780124,144,5,"C"
2005,"Grid Points","spring canola",148,30,"F",,,494134.946721,5180720.09011,57.99,0.6199,4.26,2,163,158,4.26,0.6199,57.99,"spring canola",0,0,0,0,,,,,,,,,2,163,158,81.5,79,-117.076831,46.780004,148,8,"C"
2005,"Grid Points","spring canola",170,27,"G",,,494020.944643,5180765.87382,59.7,0.6931,4.568,0,0,0,4.568,0.6931,59.7,"spring canola",2,932,229,222,703,219,209,,,,,,2,229,222,114.5,111,-117.078325,46.780415,170,5,"C"
2005,"Grid Points","spring canola",174,31,"G",,,494148.579136,5180765.6369,59.03,0.6052,3.934,2,269,262,3.934,0.6052,59.03,"spring canola",0,0,0,0,,,,,,,,,2,269,262,134.5,131,-117.076653,46.780414,174,8,"C"
2005,"Grid Points","spring canola",196,27,"H",,,494038.075584998,5180797.63772,59.72,0.4559,3.441,0,0,0,3.441,0.4559,59.72,"spring canola",2,730,154,150,576,127,121,,,,,,2,154,150,77,75,-117.078101,46.780701,196,5,"C"
2005,"Grid Points","spring canola",221,28,"I",,,494054.817732998,5180822.40135999,58.83,0.5194,3.626,0,0,0,3.626,0.5194,58.83,"spring canola",2,862,174,170,688,170,165,,,,,,2,174,170,87,85,-117.077882,46.780924,221,5,"C"
2005,"Grid Points","spring canola",222,29,"I",,,494086.744038,5180840.59387,59.99,0.5083,3.634,2,214,208,3.634,0.5083,59.99,"spring canola",0,0,0,0,,,,,,,,,2,214,208,107,104,-117.077464,46.781088,222,5,"C"
2005,"Grid Points","spring canola",246,28,"J",,,494082.711621,5180854.15474999,57.94,0.5601,4.176,0,0,0,4.176,0.5601,57.94,"spring canola",2,971,226,220,745,106,101,,,,,,2,226,220,113,110,-117.077517,46.78121,246,5,"C"
2005,"Grid Points","spring canola",247,29,"J",,,494114.637672999,5180872.3474,57.34,0.6868,4.203,2,288,280,4.203,0.6868,57.34,"spring canola",0,0,0,0,,,,,,,,,2,288,280,144,140,-117.077099,46.781374,247,5,"C"
2005,"Grid Points","spring canola",270,30,"K",,,494115.636567,5180879.01374998,58.35,0.5951,4.083,2,195,190,4.083,0.5951,58.35,"spring canola",0,0,0,0,,,,,,,,,2,195,190,97.5,95,-117.077086,46.781434,270,5,"C"
2005,"Grid Points","spring canola",293,30,"L",,,494136.583418,5180910.77421,59.25,0.6094,4.196,2,268,260,4.196,0.6094,59.25,"spring canola",0,0,0,0,,,,,,,,,2,268,260,134,130,-117.076812,46.78172,293,5,"C"
2005,"Grid Points","spring pea",41,24,"B",,,493947.431986999,5180613.93235,,,,,,,,,,"spring pea",,,,,,,,,,,,,,,,,,-117.079286,46.779047,41,6,"C"
2005,"Grid Points","spring pea",65,25,"C",,,493959.974636,5180636.92200998,,,,,,,,,,"spring pea",,,,,,,,,,,,,,,,,,-117.079122,46.779254,65,6,"C"
2005,"Grid Points","spring pea",66,26,"C",,,493989.609204999,5180640.49954998,,,,,,,,,,"spring pea",,,,,,,,,,,,,,,,,,-117.07873385,46.77928646,66,6,"C"
2005,"Grid Points","spring pea",67,27,"C",,,494023.795189,5180638.7472,,,,,,,,,,"spring pea",,,,,,,,,,,,,,,,,,-117.078286,46.779271,67,7,"C"
2005,"Grid Points","spring pea",91,26,"D",,,493998.558499999,5180669.99770998,,,,,,,,,,"spring pea",,,,,,,,,,,,,,,,,,-117.078617,46.779552,91,6,"C"
2005,"Grid Points","spring pea",92,27,"D",,,494030.468212999,5180670.52149998,,,,,,,,,,"spring pea",,,,,,,,,,,,,,,,,,-117.078199,46.779557,92,7,"C"
2005,"Grid Points","spring pea",118,26,"E",,,494010.040872999,5180701.76718,,,,,,,,,,"spring pea",2,383,0,0,,68,61,,,,,,,,,,,-117.078467,46.779838,118,6,"C"
2005,"Grid Points","spring pea",119,27,"E",,,494044.226517,5180700.47015,,,,,,,,,,"spring pea",,,,,,82,,,,,,,,,,,,-117.07801916,46.77982663,119,7,"C"
2005,"Grid Points","spring pea",120,28,"E",,,494073.852491998,5180695.25875,,,,,,,,,,"spring pea",,,,,,,,,,,,,,,,,,-117.077631,46.77978,120,7,"C"
2005,"Grid Points","spring pea",145,27,"F",,,494039.233836,5180734.07467999,,,,,,,,,,"spring pea",2,439,0,0,,,,,,,,,,,,,,-117.078085,46.780129,145,6,"C"
2005,"Grid Points","spring pea",146,28,"F",,,494071.13574,5180727.04238,,,,,,,,,,"spring pea",,,,,,,,,,,,,,,,,,-117.077667,46.780066,146,7,"C"
2005,"Grid Points","spring pea",147,29,"F",,,494103.062502,5180745.23496999,,,,,,,,,,"spring pea",,,,,,,,,,,,,,,,,,-117.077249,46.78023,147,7,"C"
2005,"Grid Points","spring pea",171,28,"G",,,494052.846355999,5180758.84142,,,,,,,,,,"spring pea",2,242,0,0,,53,49,,,,,,,,,,,-117.077907,46.780352,171,6,"C"
2005,"Grid Points","spring pea",172,29,"G",,,494084.773005,5180777.03390999,,,,,,,,,,"spring pea",2,224,0,0,,65,61,,,,,,,,,,,-117.077489,46.780516,172,6,"C"
2005,"Grid Points","spring pea",173,30,"G",,,494116.656978,5180751.88896,,,,,,,,,,"spring pea",,,,,,,,,,,,,,,,,,-117.077071,46.78029,173,7,"C"
2005,"Grid Points","spring pea",197,28,"H",,,494069.977149999,5180790.60541998,,,,,,,,,,"spring pea",,,,,,,,,,,,,,,,,,-117.077683,46.780638,197,6,"C"
2005,"Grid Points","spring pea",198,29,"H",,,494101.903577,5180808.798,,,,,,,,,,"spring pea",,,,,,,,,,,,,,,,,,-117.077265,46.780802,198,6,"C"
2005,"Grid Points","spring pea",199,30,"H",,,494133.787453,5180783.65313,,,,,,,,,,"spring pea",,,,,,,,,,,,,,,,,,-117.076847,46.780576,199,7,"C"
2005,"Grid Points","spring pea",223,30,"I",,,494118.627680998,5180815.44892,,,,,,,,,,"spring pea",2,391,0,0,,106,98,,,,,,,,,,,-117.077046,46.780862,223,6,"C"
2005,"Grid Points","spring pea",224,31,"I",,,494150.549497,5180829.19687999,,,,,,,,,,"spring pea",,,,,,,,,,,,,,,,,,-117.076628,46.780986,224,7,"C"
2005,"Grid Points","spring pea",248,30,"J",,,494145.155603,5180849.02348,,,,,,,,,,"spring pea",,,,,,,,,,,,,,,,,,-117.07669891,46.78116437,248,6,"C"
2005,"Grid Points","spring pea",271,31,"K",,,494147.558052,5180892.76169,,,,,,,,,,"spring pea",,,,,,,,,,,,,,,,,,-117.076668,46.781558,271,6,"C"
2005,"Grid Points","spring wheat",1,5,"A",,,493319.28016,5180579.26178998,46.24,0.2228,2.685,0,0,0,2.685,0.2228,46.24,"spring wheat",2.032,1845,579,562,1266,147,141,,,,,,2.032,579,562,284.94094488189,276.574803149606,-117.087514,46.778729,1,4,"A"
2005,"Grid Points","spring wheat",2,6,"A",,,493353.586032,5180575.07118,46.36,0.2173,2.555,0,0,0,2.555,0.2173,46.36,"spring wheat",2.032,2639,649,627,1990,137,132,,,,,,2.032,649,627,319.389763779528,308.562992125984,-117.08706455,46.77869163,2,5,"A"
2005,"Grid Points","spring wheat",3,7,"A",,,493383.107047,5180586.08067,45.16,0.2012,2.128,0,0,0,2.128,0.2012,45.16,"spring wheat",2.032,2132,752,733,1380,142,135,,,,,,2.032,752,733,370.07874015748,360.728346456693,-117.086678,46.778791,3,5,"A"
2005,"Grid Points","spring wheat",4,8,"A",,,493415.012999,5180582.71191,45.27,0.1777,2.044,0,0,0,2.044,0.1777,45.27,"spring wheat",2.032,2029,766,747,1263,116,112,,,,,,2.032,766,747,376.968503937008,367.61811023622,-117.08626,46.778761,4,6,"A"
2005,"Grid Points","spring wheat",18,1,"B",,,493215.020101998,5180604.1297,,,,,,,,,,"spring wheat",,,,,,,,,,,,,,,,,,-117.08888012,46.77895174,18,1,"A"
2005,"Grid Points","spring wheat",19,2,"B",,,493246.597671,5180590.1908,46.09,0.2297,2.633,0,0,0,2.633,0.2297,46.09,"spring wheat",2.032,1896,488,475,1408,120,113,,,,,,2.032,488,475,240.157480314961,233.759842519685,-117.08846626,46.77882662,19,2,"A"
2005,"Grid Points","spring wheat",20,3,"B",,,493277.310959,5180594.64352,45.36,0.2332,2.544,0,0,0,2.544,0.2332,45.36,"spring wheat",2.032,1508,523,506,985,95,91,,,,,,2.032,523,506,257.381889763779,249.015748031496,-117.088064,46.778867,20,2,"A"
2005,"Grid Points","spring wheat",21,4,"B",,,493309.217427,5180591.82981,44.45,0.1934,2.07,0,0,0,2.07,0.1934,44.45,"spring wheat",2.032,1523,617,602,906,104,101,,,,,,2.032,617,602,303.641732283465,296.259842519685,-117.087646,46.778842,21,3,"A"
2005,"Grid Points","spring wheat",22,5,"B",,,493341.148333,5180611.01843998,43.44,0.1975,2.31,0,0,0,2.31,0.1975,43.44,"spring wheat",2.032,1529,604,590,925,107,103,,,,,,2.032,604,590,297.244094488189,290.354330708661,-117.087228,46.779015,22,4,"A"
2005,"Grid Points","spring wheat",23,6,"B",,,493371.455618,5180609.62684999,45.54,0.1897,2.029,0,0,0,2.029,0.1897,45.54,"spring wheat",2.032,2464,925,903,,175,164,,,,,,2.032,925,903,455.216535433071,444.389763779528,-117.08683097,46.77900278,23,4,"A"
2005,"Grid Points","spring wheat",24,7,"B",,,493404.974858,5180617.83755,46.12,0.1975,2.368,0,0,0,2.368,0.1975,46.12,"spring wheat",2.032,1672,642,618,1030,152,144,,,,,,2.032,642,618,315.944881889764,304.133858267717,-117.086392,46.779077,24,5,"A"
2005,"Grid Points","spring wheat",25,8,"B",,,493436.880652998,5180614.46891,44.71,0.1976,2.01,0,0,0,2.01,0.1976,44.71,"spring wheat",2.032,1574,580,568,994,81,74,,,,,,2.032,580,568,285.433070866142,279.527559055118,-117.085974,46.779047,25,6,"A"
2005,"Grid Points","spring wheat",42,2,"C",,,493228.318106,5180622.07684,,,,,,,,,,"spring wheat",,,,,,,,,,,,,,,,,,-117.08870619,46.77911338,42,1,"A"
2005,"Grid Points","spring wheat",43,3,"C",,,493257.956635,5180626.44617,45.74,0.1932,2.255,0,0,0,2.255,0.1932,45.74,"spring wheat",2.032,1741,577,560,1164,107,106,,,,,,2.032,577,560,283.956692913386,275.590551181102,-117.088318,46.779153,43,1,"A"
