Year,ID2,Crop,total grain yield dry (grams),GrainMassFinal,Grain Nitrogen %..19,GrainNitrogen,GrainNUbbie,GrainNUnger,GrainNUbbieRmOutlier,GrainNUngerRmOutlier,GrainNFinal,Grain Carbon %..21,GrainCarbon,GrainCUbbie,GrainCUnger,GrainCUbbieRmOutlier,GrainCUngerRmOutlier,GrainCFinal
2005,151,SW,770,770,1.914,1.9140000343322754,1.914,1.9140000343322754,1.914,1.9140000343322754,1.9140000171661375,44.99,44.9900016784668,44.99,44.9900016784668,44.99,44.9900016784668,44.9900008392334
2005,152,SW,655,655,2.251,2.250999927520752,2.251,2.250999927520752,2.251,2.250999927520752,2.2509999637603757,45.33,45.33000183105469,45.33,45.33000183105469,45.33,45.33000183105469,45.33000091552734
2005,153,SW,887,887,2.009,2.009000062942505,2.009,2.009000062942505,2.009,2.009000062942505,2.0090000314712526,45.3,45.29999923706055,45.3,45.29999923706055,45.3,45.29999923706055,45.29999961853027
2005,154,SW,873,873,2.348,2.3480000495910645,2.348,2.3480000495910645,2.348,2.3480000495910645,2.348000024795532,45.2,45.20000076293945,45.2,45.20000076293945,45.2,45.20000076293945,45.20000038146973
2005,155,SW,707,707,1.924,1.9240000247955322,1.924,1.9240000247955322,1.924,1.9240000247955322,1.924000012397766,45.4,45.400001525878906,45.4,45.400001525878906,45.4,45.400001525878906,45.400000762939456
2005,175,SW,,,,0,,,,,,,,,,,,
2005,176,SW,780,780,2.311,2.311000108718872,2.311,2.311000108718872,2.311,2.311000108718872,2.311000054359436,45.35,45.349998474121094,45.35,45.349998474121094,45.35,45.349998474121094,45.349999237060544
2005,177,SW,716,716,2.598,2.5980000495910645,2.598,2.5980000495910645,2.598,2.5980000495910645,2.598000024795532,48.75,48.75,48.75,48.75,,,
2005,178,SW,947,947,2.108,2.1080000400543213,2.108,2.1080000400543213,2.108,2.1080000400543213,2.108000020027161,45.12,45.119998931884766,45.12,45.119998931884766,45.12,45.119998931884766,45.119999465942385
2005,179,SW,975,975,2.15,2.1500000953674316,2.15,2.1500000953674316,2.15,2.1500000953674316,2.150000047683716,45.53,45.529998779296875,45.53,45.529998779296875,45.53,45.529998779296875,45.52999938964844
2005,180,SW,515,515,2.39,2.390000104904175,2.39,2.390000104904175,2.39,2.390000104904175,2.3900000524520877,46.14,46.13999938964844,46.14,46.13999938964844,46.14,46.13999938964844,46.13999969482422
2005,181,SW,521,521,1.795,1.7949999570846558,1.795,1.7949999570846558,1.795,1.7949999570846558,1.7949999785423278,44.56,44.560001373291016,44.56,44.560001373291016,44.56,44.560001373291016,44.56000068664551
2005,200,SW,,,,0,,,,,,,-99999,,,,,
2005,201,SW,614,614,2.065,2.065000057220459,2.065,2.065000057220459,2.065,2.065000057220459,2.0650000286102292,45.75,45.75,45.75,45.75,45.75,45.75,45.75
2005,202,SW,824,824,2.476,2.4760000705718994,2.476,2.4760000705718994,2.476,2.4760000705718994,2.4760000352859497,45.71,45.709999084472656,45.71,45.709999084472656,45.71,45.709999084472656,45.70999954223633
2005,203,SW,819,819,2.388,2.388000011444092,2.388,2.388000011444092,2.388,2.388000011444092,2.388000005722046,44.71,44.709999084472656,44.71,44.709999084472656,44.71,44.709999084472656,44.70999954223633
2005,204,SW,921,921,2.26,2.259999990463257,2.26,2.259999990463257,2.26,2.259999990463257,2.2599999952316283,45.42,45.41999816894531,45.42,45.41999816894531,45.42,45.41999816894531,45.41999908447266
2005,205,SW,983,983,2.417,2.4170000553131104,2.417,2.4170000553131104,2.417,2.4170000553131104,2.417000027656555,45.06,45.060001373291016,45.06,45.060001373291016,45.06,45.060001373291016,45.06000068664551
2005,206,SW,843,843,1.951,1.9509999752044678,1.951,1.9509999752044678,1.951,1.9509999752044678,1.950999987602234,44.5,44.5,44.5,44.5,44.5,44.5,44.5
2005,207,SW,953,953,2.083,2.0829999446868896,2.083,2.0829999446868896,2.083,2.0829999446868896,2.082999972343445,44.72,44.720001220703125,44.72,44.720001220703125,44.72,44.720001220703125,44.72000061035156
2005,225,SW,,,,0,,,,,,,-99999,,,,,
2005,226,SW,699,699,2.512,2.51200008392334,2.512,2.51200008392334,2.512,2.51200008392334,2.51200004196167,46.69,46.689998626708984,46.69,46.689998626708984,46.69,46.689998626708984,46.68999931335449
2005,227,SW,631,631,1.758,1.7580000162124634,1.758,1.7580000162124634,1.758,1.7580000162124634,1.7580000081062317,44.9,44.900001525878906,44.9,44.900001525878906,44.9,44.900001525878906,44.900000762939456
2005,228,SW,484,484,2.382,2.381999969482422,2.382,2.381999969482422,2.382,2.381999969482422,2.3819999847412108,45.65,45.650001525878906,45.65,45.650001525878906,45.65,45.650001525878906,45.650000762939456
2005,229,SW,948,948,2.036,2.0360000133514404,2.036,2.0360000133514404,2.036,2.0360000133514404,2.03600000667572,45.64,45.63999938964844,45.64,45.63999938964844,45.64,45.63999938964844,45.63999969482422
2005,230,SW,682,682,2.099,2.099,2.099,2.099,2.099,2.099,2.099,43.11,43.11,43.11,43.11,43.11,,43.11
2005,231,SW,806,806,1.965,1.965000033378601,1.965,1.965000033378601,1.965,1.965000033378601,1.9650000166893005,44.87,44.869998931884766,44.87,44.869998931884766,44.87,44.869998931884766,44.869999465942385
2005,249,SW,821,821,2.281,2.2809998989105225,2.281,2.2809998989105225,2.281,2.2809998989105225,2.2809999494552615,45.86,45.86000061035156,45.86,45.86000061035156,45.86,45.86000061035156,45.86000030517578
2005,250,SW,781,781,2.288,2.2880001068115234,2.288,2.2880001068115234,2.288,2.2880001068115234,2.288000053405762,45.34,45.34000015258789,45.34,45.34000015258789,45.34,45.34000015258789,45.34000007629395
2005,251,SW,678,678,1.86,1.8600000143051147,1.86,1.8600000143051147,1.86,1.8600000143051147,1.8600000071525575,45.63,45.630001068115234,45.63,45.630001068115234,45.63,45.630001068115234,45.630000534057615
2005,252,SW,662,662,2.664,2.6640000343322754,2.664,2.6640000343322754,2.664,2.6640000343322754,2.6640000171661375,45.46,45.459999084472656,45.46,45.459999084472656,45.46,45.459999084472656,45.45999954223633
2005,253,SW,814,814,1.99,1.9900000095367432,1.99,1.9900000095367432,1.99,1.9900000095367432,1.9900000047683717,45.5,45.5,45.5,45.5,45.5,45.5,45.5
2005,254,SW,742,742,2.549,2.5490000247955322,2.549,2.5490000247955322,2.549,2.5490000247955322,2.549000012397766,45.27,45.27000045776367,45.27,45.27000045776367,45.27,45.27000045776367,45.27000022888184
2005,255,SW,764,764,1.675,1.6749999523162842,1.675,1.6749999523162842,1.675,1.6749999523162842,1.674999976158142,44.85,44.849998474121094,44.85,44.849998474121094,44.85,44.849998474121094,44.849999237060544
2005,272,SW,636,636,2.282,2.2820000648498535,2.282,2.2820000648498535,2.282,2.2820000648498535,2.2820000324249268,45.84,45.84000015258789,45.84,45.84000015258789,45.84,45.84000015258789,45.84000007629395
2005,273,SW,688,688,2.542,2.5420000553131104,2.542,2.5420000553131104,2.542,2.5420000553131104,2.542000027656555,45.5,45.5,45.5,45.5,45.5,45.5,45.5
2005,274,SW,597,597,2.371,2.371000051498413,2.371,2.371000051498413,2.371,2.371000051498413,2.3710000257492068,45.94,45.939998626708984,45.94,45.939998626708984,45.94,45.939998626708984,45.93999931335449
2005,275,SW,950,950,2.286,2.2860000133514404,2.286,2.2860000133514404,2.286,2.2860000133514404,2.28600000667572,45.31,45.310001373291016,45.31,45.310001373291016,45.31,45.310001373291016,45.31000068664551
2005,276,SW,859,859,1.979,1.9789999723434448,1.979,1.9789999723434448,1.979,1.9789999723434448,1.9789999861717225,44.68,44.68000030517578,44.68,44.68000030517578,44.68,44.68000030517578,44.680000152587894
2005,277,SW,512,512,2.776,2.7760000228881836,2.776,2.7760000228881836,2.776,2.7760000228881836,2.7760000114440917,47.93,47.93000030517578,47.93,47.93000030517578,,,
2005,278,SW,860,860,2.213,2.2130000591278076,2.213,2.2130000591278076,2.213,2.2130000591278076,2.213000029563904,44.82,44.81999969482422,44.82,44.81999969482422,44.82,44.81999969482422,44.819999847412106
2005,297,SW,,,,0,,,,,,,,,,,,
2005,298,SW,374,374,2.408,2.4079999923706055,2.408,2.4079999923706055,2.408,2.4079999923706055,2.4079999961853025,45.23,45.22999954223633,45.23,45.22999954223633,45.23,45.22999954223633,45.22999977111816
2005,299,SW,691,691,2.145,2.1449999809265137,2.145,2.1449999809265137,2.145,2.1449999809265137,2.1449999904632566,45.7,45.70000076293945,45.7,45.70000076293945,45.7,45.70000076293945,45.70000038146973
2005,300,SW,836,836,2.302,2.302000045776367,2.302,2.302000045776367,2.302,2.302000045776367,2.3020000228881834,45.64,45.63999938964844,45.64,45.63999938964844,45.64,45.63999938964844,45.63999969482422
2005,301,SW,906,906,2.107,2.1070001125335693,2.107,2.1070001125335693,2.107,2.1070001125335693,2.1070000562667848,45.52,45.52000045776367,45.52,45.52000045776367,45.52,45.52000045776367,45.52000022888184
2005,302,SW,636,636,2.47,2.4700000286102295,2.47,2.4700000286102295,2.47,2.4700000286102295,2.470000014305115,44.85,44.849998474121094,44.85,44.849998474121094,44.85,44.849998474121094,44.849999237060544
2005,303,SW,836,836,2.013,2.013,2.013,2.013,2.013,2.013,2.013,42.84,42.84,42.84,42.84,,,
2005,304,SW,781,781,2.171,2.1710000038146973,2.171,2.1710000038146973,2.171,2.1710000038146973,2.1710000019073483,45.02,45.02000045776367,45.02,45.02000045776367,45.02,45.02000045776367,45.02000022888184
2005,323,SW,,,,0,,,,,,,,,,,,
2005,324,SW,450,450,2.728,2.7279999256134033,2.728,2.7279999256134033,2.728,2.7279999256134033,2.7279999628067015,45.73,45.72999954223633,45.73,45.72999954223633,45.73,45.72999954223633,45.72999977111816
2005,325,SW,636,636,2.266,2.266,2.266,2.266,2.266,2.266,2.266,43.17,43.17,43.17,43.17,43.17,43.17,43.17
2005,326,SW,871,871,2.101,2.1010000705718994,2.101,2.1010000705718994,2.101,2.1010000705718994,2.1010000352859497,45.19,45.189998626708984,45.19,45.189998626708984,45.19,45.189998626708984,45.18999931335449
2005,327,SW,835,835,2.059,2.059000015258789,2.059,2.059000015258789,2.059,2.059000015258789,2.0590000076293946,45.37,45.369998931884766,45.37,45.369998931884766,45.37,45.369998931884766,45.369999465942385
2005,328,SW,799,799,2.359,2.3589999675750732,2.359,2.3589999675750732,2.359,2.3589999675750732,2.3589999837875366,45.46,45.459999084472656,45.46,45.459999084472656,45.46,45.459999084472656,45.45999954223633
2005,329,SW,818,818,2.153,2.1530001163482666,2.153,2.1530001163482666,2.153,2.1530001163482666,2.1530000581741335,45.33,45.33000183105469,45.33,45.33000183105469,45.33,45.33000183105469,45.33000091552734
2005,330,SW,827,827,2.577,2.5769999027252197,2.577,2.5769999027252197,2.577,2.5769999027252197,2.57699995136261,46.02,46.02000045776367,46.02,46.02000045776367,46.02,46.02000045776367,46.02000022888184
2005,348,SW,751,751,2.135,2.134999990463257,2.135,2.134999990463257,2.135,2.134999990463257,2.1349999952316283,45.17,45.16999816894531,45.17,45.16999816894531,45.17,45.16999816894531,45.16999908447266
2005,349,SW,682,682,2.108,2.1080000400543213,2.108,2.1080000400543213,2.108,2.1080000400543213,2.108000020027161,44.52,44.52000045776367,44.52,44.52000045776367,44.52,44.52000045776367,44.52000022888184
2005,350,SW,825,825,2.511,2.510999917984009,2.511,2.510999917984009,2.511,2.510999917984009,2.5109999589920045,45.89,45.88999938964844,45.89,45.88999938964844,45.89,45.88999938964844,45.88999969482422
2005,351,SW,756,756,2.081,2.0810000896453857,2.081,2.0810000896453857,2.081,2.0810000896453857,2.0810000448226926,45.16,45.15999984741211,45.16,45.15999984741211,45.16,45.15999984741211,45.15999992370605
2005,352,SW,734,734,2.461,2.4609999656677246,2.461,2.4609999656677246,2.461,2.4609999656677246,2.4609999828338625,44.49,44.4900016784668,44.49,44.4900016784668,44.49,44.4900016784668,44.4900008392334
2005,353,SW,829,829,2.466,2.4660000801086426,2.466,2.4660000801086426,2.466,2.4660000801086426,2.4660000400543214,45.98,45.97999954223633,45.98,45.97999954223633,45.98,45.97999954223633,45.97999977111816
2005,354,SW,825,825,1.9,1.899999976158142,1.9,1.899999976158142,1.9,1.899999976158142,1.899999988079071,44.97,44.970001220703125,44.97,44.970001220703125,44.97,44.970001220703125,44.97000061035156
2005,371,SW,771,771,2.933,2.933000087738037,2.933,2.933000087738037,2.933,2.933000087738037,2.9330000438690185,46.67,46.66999816894531,46.67,46.66999816894531,46.67,46.66999816894531,46.66999908447266
2005,372,SW,644,644,2.045,2.0450000762939453,2.045,2.0450000762939453,2.045,2.0450000762939453,2.0450000381469726,44.68,44.68000030517578,44.68,44.68000030517578,44.68,44.68000030517578,44.680000152587894
2005,373,SW,717,717,2.314,2.313999891281128,2.314,2.313999891281128,2.314,2.313999891281128,2.313999945640564,45.25,45.25,45.25,45.25,45.25,45.25,45.25
2005,374,SW,906,906,2.042,2.0420000553131104,2.042,2.0420000553131104,2.042,2.0420000553131104,2.042000027656555,45.23,45.22999954223633,45.23,45.22999954223633,45.23,45.22999954223633,45.22999977111816
2005,375,SW,893,893,2.227,2.2269999980926514,2.227,2.2269999980926514,2.227,2.2269999980926514,2.226999999046326,45.62,45.619998931884766,45.62,45.619998931884766,45.62,45.619998931884766,45.619999465942385
2005,376,SW,747,747,2.375,2.375,2.375,2.375,2.375,2.375,2.375,45.34,45.34000015258789,45.34,45.34000015258789,45.34,45.34000015258789,45.34000007629395
2005,394,SW,513,513,2.564,2.563999891281128,2.564,2.563999891281128,2.564,2.563999891281128,2.563999945640564,45.28,45.279998779296875,45.28,45.279998779296875,45.28,45.279998779296875,45.27999938964844
2005,395,SW,674,674,2.366,2.366,2.366,2.366,2.366,2.366,2.366,43.75,43.75,43.75,43.75,43.75,43.75,43.75
2005,396,SW,619,619,2.166,2.1659998893737793,2.166,2.1659998893737793,2.166,2.1659998893737793,2.16599994468689,45.82,45.81999969482422,45.82,45.81999969482422,45.82,45.81999969482422,45.819999847412106
2005,397,SW,816,816,1.981,1.9809999465942383,1.981,1.9809999465942383,1.981,1.9809999465942383,1.980999973297119,45.68,45.68000030517578,45.68,45.68000030517578,45.68,45.68000030517578,45.680000152587894
2005,398,SW,874,874,2.09,2.0899999141693115,2.09,2.0899999141693115,2.09,2.0899999141693115,2.0899999570846557,44.59,44.59000015258789,44.59,44.59000015258789,44.59,44.59000015258789,44.59000007629395
2005,399,SW,777,777,1.876,1.8760000467300415,1.876,1.8760000467300415,1.876,1.8760000467300415,1.8760000233650207,44.99,44.9900016784668,44.99,44.9900016784668,44.99,44.9900016784668,44.9900008392334
2005,400,SW,593,593,2.057,2.056999921798706,2.057,2.056999921798706,2.057,2.056999921798706,2.056999960899353,45.77,45.77000045776367,45.77,45.77000045776367,45.77,45.77000045776367,45.77000022888184
2005,419,SW,668,668,2.676,2.6760001182556152,2.676,2.6760001182556152,2.676,2.6760001182556152,2.6760000591278077,45.11,45.11000061035156,45.11,45.11000061035156,45.11,45.11000061035156,45.11000030517578
2005,420,SW,589,589,2.734,2.7339999675750732,2.734,2.7339999675750732,2.734,2.7339999675750732,2.7339999837875366,45.89,45.88999938964844,45.89,45.88999938964844,45.89,45.88999938964844,45.88999969482422
2005,421,SW,484,484,2.724,2.7239999771118164,2.724,2.7239999771118164,2.724,2.7239999771118164,2.7239999885559083,50.34,50.34000015258789,50.34,50.34000015258789,,,
2005,422,SW,703,703,2.618,2.618000030517578,2.618,2.618000030517578,2.618,2.618000030517578,2.6180000152587892,45.72,45.720001220703125,45.72,45.720001220703125,45.72,45.720001220703125,45.72000061035156
2005,423,SW,989,989,3.114,3.114000082015991,3.114,3.114000082015991,3.114,3.114000082015991,3.1140000410079955,46.63,46.630001068115234,46.63,46.630001068115234,46.63,46.630001068115234,46.630000534057615
2005,424,SW,883,883,2.721,2.7209999561309814,2.721,2.7209999561309814,2.721,2.7209999561309814,2.7209999780654908,45.42,45.41999816894531,45.42,45.41999816894531,45.42,45.41999816894531,45.41999908447266
2005,16,WB,1183,1183,1.522,1.522,1.522,1.522,1.522,1.522,1.522,45.68,45.68,45.68,45.68,45.68,45.68,45.68
2005,38,WB,861,861,1.623,1.623,1.623,1.623,1.623,1.623,1.623,45.88,45.88,45.88,45.88,45.88,45.88,45.88
2005,39,WB,823,823,1.461,1.461,1.461,1.461,1.461,1.461,1.461,45.55,45.55,45.55,45.55,45.55,45.55,45.55
2005,63,WB,1394,1394,1.33,1.33,1.33,1.33,1.33,1.33,1.33,45.22,45.22,45.22,45.22,45.22,45.22,45.22
2005,88,WB,1592,1592,1.277,1.277,1.277,1.277,1.277,1.277,1.277,45.73,45.73,45.73,45.73,45.73,45.73,45.73
2005,115,WB,997,997,1.439,1.439,1.439,1.439,1.439,1.439,1.439,45.63,45.63,45.63,45.63,45.63,45.63,45.63
2005,116,WB,1272.0002,1272.0002,1.364,1.364,1.364,1.364,1.364,1.364,1.364,45.4,45.4,45.4,45.4,45.4,45.4,45.4
2005,142,WB,1110,1110,1.626,1.626,1.626,1.626,1.626,1.626,1.626,45,45,45,45,45,45,45
2005,168,WB,1188,1188,1.666,1.666,1.666,1.666,1.666,1.666,1.666,45.7,45.7,45.7,45.7,45.7,45.7,45.7
2005,169,WB,1484,1484,1.455,1.455,1.455,1.455,1.455,1.455,1.455,44.62,44.62,44.62,44.62,44.62,44.62,44.62
2005,194,WB,1235,1235,1.551,1.551,1.551,1.551,1.551,1.551,1.551,45.48,45.48,45.48,45.48,45.48,45.48,45.48
2005,195,WB,1006,1006,1.505,1.505,1.505,1.505,1.505,1.505,1.505,45.37,45.37,45.37,45.37,45.37,45.37,45.37
2005,220,WB,809,809,1.519,1.519,1.519,1.519,1.519,1.519,1.519,45.63,45.63,45.63,45.63,45.63,45.63,45.63
2005,245,WB,1419.9995,1419.9995,1.648,1.648,1.648,1.648,1.648,1.648,1.648,45.26,45.26,45.26,45.26,45.26,45.26,45.26
2005,268,WB,1467,1467,1.401,1.401,1.401,1.401,1.401,1.401,1.401,45.33,45.33,45.33,45.33,45.33,45.33,45.33
2005,269,WB,1117,1117,1.68,1.68,1.68,1.68,1.68,1.68,1.68,45.67,45.67,45.67,45.67,45.67,45.67,45.67
2005,291,WB,957,957,1.667,1.667,1.667,1.667,1.667,1.667,1.667,45.88,45.88,45.88,45.88,45.88,45.88,45.88
2005,292,WB,,,,0,,,,,,,-99999,,,,,
2005,13,WL,282,282,4.274,4.274,4.274,4.274,4.274,4.274,4.274,45.67,45.67,45.67,45.67,45.67,45.67,45.67
2005,34,WL,328,328,3.999,3.999,3.999,3.999,3.999,3.999,3.999,45.38,45.38,45.38,45.38,45.38,45.38,45.38
2005,58,WL,267,267,3.735,3.735,3.735,3.735,3.735,3.735,3.735,45.29,45.29,45.29,45.29,45.29,45.29,45.29
2005,83,WL,228,228,3.922,3.922,3.922,3.922,3.922,3.922,3.922,45.43,45.43,45.43,45.43,45.43,45.43,45.43
2005,84,WL,316,316,3.941,3.941,3.941,3.941,3.941,3.941,3.941,45.88,45.88,45.88,45.88,45.88,45.88,45.88
2005,110,WL,230,230,4.066,4.066,4.066,4.066,4.066,4.066,4.066,45.68,45.68,45.68,45.68,45.68,45.68,45.68
2005,111,WL,242,242,4.137,4.137,4.137,4.137,4.137,4.137,4.137,45.86,45.86,45.86,45.86,45.86,45.86,45.86
2005,138,WL,562,562,3.938,3.938,3.938,3.938,3.938,3.938,3.938,45.9,45.9,45.9,45.9,45.9,45.9,45.9
2005,164,WL,315,315,3.805,3.805,3.805,3.805,3.805,3.805,3.805,45.32,45.32,45.32,45.32,45.32,45.32,45.32
2005,165,WL,447,447,3.951,3.951,3.951,3.951,3.951,3.951,3.951,45.83,45.83,45.83,45.83,45.83,45.83,45.83
2005,190,WL,424,424,4.296,4.296,4.296,4.296,4.296,4.296,4.296,45.56,45.56,45.56,45.56,45.56,45.56,45.56
2005,191,WL,301,301,3.643,3.643,3.643,3.643,3.643,3.643,3.643,45.35,45.35,45.35,45.35,45.35,45.35,45.35
2005,216,WL,232,232,4.094,4.094,4.094,4.094,4.094,4.094,4.094,45.65,45.65,45.65,45.65,45.65,45.65,45.65
2005,241,WL,259,259,4.14,4.14,4.14,4.14,4.14,4.14,4.14,45.46,45.46,45.46,45.46,45.46,45.46,45.46
2005,264,WL,470,470,4.105,4.105,4.105,4.105,4.105,4.105,4.105,45.22,45.22,45.22,45.22,45.22,45.22,45.22
2005,287,WL,259,259,4.476,4.476,4.476,4.476,4.476,4.476,4.476,45.88,45.88,45.88,45.88,45.88,45.88,45.88
2005,313,WL,465,465,4.222,4.222,4.222,4.222,4.222,4.222,4.222,46.1,46.1,46.1,46.1,46.1,46.1,46.1
2005,338,WL,388,388,3.712,3.712,3.712,3.712,3.712,3.712,3.712,45.67,45.67,45.67,45.67,45.67,45.67,45.67
2005,35,WP,189,189,2.962,2.962,2.962,2.962,2.962,2.962,2.962,44.86,44.86,44.86,44.86,44.86,44.86,44.86
2005,36,WP,106,106,3.563,3.563,3.563,3.563,3.563,3.563,3.563,48.61,48.61,48.61,48.61,,,
2005,59,WP,272,272,2.891,2.891,2.891,2.891,2.891,2.891,2.891,45.03,45.03,45.03,45.03,45.03,45.03,45.03
2005,60,WP,244,244,2.764,2.764,2.764,2.764,2.764,2.764,2.764,38.4,38.4,38.4,38.4,,,
2005,85,WP,468,468,3.974,3.974,3.974,3.974,3.974,3.974,3.974,52.31,52.31,52.31,52.31,,,
2005,112,WP,308,308,3.17,3.17,3.17,3.17,3.17,3.17,3.17,45.13,45.13,45.13,45.13,45.13,45.13,45.13
2005,139,WP,278,278,3.338,3.338,3.338,3.338,3.338,3.338,3.338,38.87,38.87,38.87,38.87,,,
2005,140,WP,158,158,3.142,3.142,3.142,3.142,3.142,3.142,3.142,45.25,45.25,45.25,45.25,45.25,45.25,45.25
2005,166,WP,202,202,3.767,3.767,3.767,3.767,3.767,3.767,3.767,45.47,45.47,45.47,45.47,45.47,45.47,45.47
2005,192,WP,340,340,3.225,3.225,3.225,3.225,3.225,3.225,3.225,44.78,44.78,44.78,44.78,44.78,44.78,44.78
2005,217,WP,600,600,3.193,3.193,3.193,3.193,3.193,3.193,3.193,45.06,45.06,45.06,45.06,45.06,45.06,45.06
2005,242,WP,396,396,3.325,3.325,3.325,3.325,3.325,3.325,3.325,45,45,45,45,45,45,45
2005,265,WP,382,382,0.742,0.742,0.742,0.742,,,,9.947,9.947,9.947,9.947,,,
2005,266,WP,149,149,3.469,3.469,3.469,3.469,3.469,3.469,3.469,44.42,44.42,44.42,44.42,44.42,44.42,44.42
2005,288,WP,422,422,3.049,3.049,3.049,3.049,3.049,3.049,3.049,44.83,44.83,44.83,44.83,44.83,44.83,44.83
2005,289,WP,207,207,3.207,3.207,3.207,3.207,3.207,3.207,3.207,44.49,44.49,44.49,44.49,44.49,44.49,44.49
2005,314,WP,194,194,2.913,2.913,2.913,2.913,2.913,2.913,2.913,45.11,45.11,45.11,45.11,45.11,45.11,45.11
2005,315,WP,,,,0,,,,,,,-99999,,,,,
2005,5,WW,979,979,2.196,2.196000099182129,2.196,2.196000099182129,2.196,2.196000099182129,2.1960000495910643,44.93,44.93000030517578,44.93,44.93000030517578,44.93,44.93000030517578,44.930000152587894
2005,6,WW,921,921,2.425,2.424999952316284,2.425,2.424999952316284,2.425,2.424999952316284,2.424999976158142,45.17,45.16999816894531,45.17,45.16999816894531,45.17,45.16999816894531,45.16999908447266
2005,7,WW,841,841,2.34,2.3399999141693115,2.34,2.3399999141693115,2.34,2.3399999141693115,2.3399999570846557,45.89,45.88999938964844,45.89,45.88999938964844,45.89,45.88999938964844,45.88999969482422
2005,8,WW,1063,1063,2.245,2.244999885559082,2.245,2.244999885559082,2.245,2.244999885559082,2.244999942779541,45.37,45.369998931884766,45.37,45.369998931884766,45.37,45.369998931884766,45.369999465942385
2005,9,WW,870,870,1.808,1.8079999685287476,1.808,1.8079999685287476,1.808,1.8079999685287476,1.8079999842643737,46.46,46.459999084472656,46.46,46.459999084472656,46.46,46.459999084472656,46.45999954223633
2005,10,WW,829,829,2.739,2.739000082015991,2.739,2.739000082015991,2.739,2.739000082015991,2.7390000410079955,45.47,45.470001220703125,45.47,45.470001220703125,45.47,45.470001220703125,45.47000061035156
2005,11,WW,821,821,2.984,2.9839999675750732,2.984,2.9839999675750732,2.984,2.9839999675750732,2.9839999837875366,45.8,45.79999923706055,45.8,45.79999923706055,45.8,45.79999923706055,45.79999961853027
2005,12,WW,1332,1332,1.855,1.8550000190734863,1.855,1.8550000190734863,1.855,1.8550000190734863,1.8550000095367432,41.76,41.7599983215332,41.76,41.7599983215332,,,
2005,26,WW,1305,1305,2.255,2.255000114440918,2.255,2.255000114440918,2.255,2.255000114440918,2.255000057220459,45.56,45.560001373291016,45.56,45.560001373291016,45.56,45.560001373291016,45.56000068664551
2005,27,WW,1404,1404,2.111,2.1110000610351562,2.111,2.1110000610351562,2.111,2.1110000610351562,2.1110000305175785,44.77,44.77000045776367,44.77,44.77000045776367,44.77,44.77000045776367,44.77000022888184
2005,28,WW,1018,1018,2.4,2.4000000953674316,2.4,2.4000000953674316,2.4,2.4000000953674316,2.400000047683716,45.71,45.709999084472656,45.71,45.709999084472656,45.71,45.709999084472656,45.70999954223633
2005,29,WW,1098,1098,2.363,2.36299991607666,2.363,2.36299991607666,2.363,2.36299991607666,2.36299995803833,46.6,46.599998474121094,46.6,46.599998474121094,46.6,46.599998474121094,46.599999237060544
2005,30,WW,579,579,2.086,2.0859999656677246,2.086,2.0859999656677246,2.086,2.0859999656677246,2.0859999828338625,45.58,45.58000183105469,45.58,45.58000183105469,45.58,45.58000183105469,45.58000091552734
2005,31,WW,1123,1123,2.255,2.255000114440918,2.255,2.255000114440918,2.255,2.255000114440918,2.255000057220459,45.03,45.029998779296875,45.03,45.029998779296875,45.03,45.029998779296875,45.02999938964844
2005,32,WW,991,991,1.852,1.8519999980926514,1.852,1.8519999980926514,1.852,1.8519999980926514,1.8519999990463258,45.61,45.61000061035156,45.61,45.61000061035156,45.61,45.61000061035156,45.61000030517578
2005,33,WW,688,688,2.82,2.819999933242798,2.82,2.819999933242798,2.82,2.819999933242798,2.819999966621399,47.05,47.04999923706055,47.05,47.04999923706055,47.05,47.04999923706055,47.04999961853027
2005,50,WW,925,925,2.711,2.7109999656677246,2.711,2.7109999656677246,2.711,2.7109999656677246,2.7109999828338625,51.22,51.220001220703125,51.22,51.220001220703125,,,
2005,51,WW,1032,1032,2.092,2.0920000076293945,2.092,2.0920000076293945,2.092,2.0920000076293945,2.0920000038146975,45.35,45.349998474121094,45.35,45.349998474121094,45.35,45.349998474121094,45.349999237060544
2005,52,WW,1000,1000,,,,,,,,,-99999,,,,,
2005,53,WW,1063,1063,2.397,2.3970000743865967,2.397,2.3970000743865967,2.397,2.3970000743865967,2.3970000371932985,45.42,45.41999816894531,45.42,45.41999816894531,45.42,45.41999816894531,45.41999908447266
2005,54,WW,1278,1278,2.077,2.0769999027252197,2.077,2.0769999027252197,2.077,2.0769999027252197,2.07699995136261,45.51,45.5099983215332,45.51,45.5099983215332,45.51,45.5099983215332,45.5099991607666
2005,55,WW,1284,1284,1.826,1.8259999752044678,1.826,1.8259999752044678,1.826,1.8259999752044678,1.825999987602234,44.94,44.939998626708984,44.94,44.939998626708984,44.94,44.939998626708984,44.93999931335449
2005,56,WW,989,989,2.351,2.3510000705718994,2.351,2.3510000705718994,2.351,2.3510000705718994,2.3510000352859497,45.34,45.34000015258789,45.34,45.34000015258789,45.34,45.34000015258789,45.34000007629395
2005,57,WW,1246,1246,2.296,2.2960000038146973,2.296,2.2960000038146973,2.296,2.2960000038146973,2.2960000019073483,45.63,45.630001068115234,45.63,45.630001068115234,45.63,45.630001068115234,45.630000534057615
