HarvestYear,ID2,Longitude,Latitude,SampleID,Crop,GrainSampleArea_P1,GrainMassWet_P1,GrainMassWetInGrainSample_P1,GrainMassWetInGrainSample_P2,GrainMassOvenDryInGrainSample_P1,GrainMassOvenDryInGrainSample_P2,GrainMassAirDry_P1,GrainMassOvenDry_P1,GrainMassOvenDry_P2,GrainMoistureProportion_P2,GrainMoisture_P1,GrainProtein_P1,GrainStarch_P1,GrainWGlutDM_P1,GrainOilDM_P1,GrainTestWeight_P1,GrainCarbon_P1,GrainNitrogen_P1,GrainSulfur_P1,BiomassSampleArea_P1,BiomassWet_P1,BiomassAirDry_P1,GrainMassWetInBiomassSample_P1,GrainMassOvenDryInBiomassSample_P1,GrainMassOvenDryInBiomassSample_P2,ResidueMassWetSubsample_P1,ResidueMassOvenDrySubsample_P1,ResidueMoistureProportionSubsample_P2,ResidueCarbon_P1,ResidueNitrogen_P1,ResidueSulfur_P1,Comments_P1,GrainYieldWet_P2,GrainYieldAirDry_P2,GrainYieldOvenDry_P2,ResidueMassWet_P2,ResidueMassOvenDry_P2,ResidueMassWetPerArea_P2,ResidueMassOvenDryPerArea_P2,ResidueMassAirDry_P2,ResidueMassAirDryPerArea_P2
2008,122,-117.087699,46.779986,,SW,0.0,344.6,0.0,,0.0,,,296.0,,0.1410330818340105,,,,,,,,2.8596491228070176,,2.032,1317.0,,344.6,296.0,,131.0,122.0,0.06870229007633588,,,,,169.58661417322836,,145.66929133858267,972.4,905.593893129771,478.54330708661416,445.66628598906055,,
2008,123,-117.087281,46.780159,,SW,0.0,511.6,0.0,,0.0,,,439.0,,0.1419077404222049,,,,,,,,3.0175438596491224,,2.032,1554.0,,511.6,439.0,,168.0,156.0,0.07142857142857142,,,,,251.77165354330708,,216.04330708661416,1042.4,967.9428571428573,512.992125984252,476.3498312710912,,
2008,124,-117.086863,46.780136,,SW,0.0,585.6,0.0,,0.0,,,534.0,,0.0881147540983607,,,,,,,,2.017543859649123,,2.032,1258.0,,585.6,534.0,,119.0,110.0,0.07563025210084033,,,,,288.18897637795277,,262.79527559055117,672.4,621.546218487395,330.9055118110236,305.8790445311983,,
2008,125,-117.086445,46.780221,,SW,0.0,715.6,0.0,,0.0,,,686.0,,0.04136389044158751,,,,,,,,2.3508771929824563,,2.032,1683.0,,715.6,686.0,,107.0,99.0,0.07476635514018691,,,,,352.1653543307087,,337.59842519685037,967.4,895.0710280373831,476.0826771653543,440.48771064831845,,
2008,126,-117.08601127,46.78018382,,SC,0.0,564.6,,,,,,531.0,,0.059511158342189195,,,,,,,63.052,2.8841,,2.032,,,564.6,531.0,,272.0,235.0,0.13602941176470587,,,,,277.85433070866145,,261.31889763779526,,,,,,
2008,127,-117.08559328,46.78008882,,SW,0.0,403.6,0.0,,0.0,,,369.0,,0.08572844400396437,,,,,,,,3.0175438596491224,,2.032,1341.0,,403.6,369.0,,123.0,108.0,0.12195121951219512,,,,,198.6220472440945,,181.59448818897638,937.4,823.0829268292682,461.31889763779526,405.0604954868446,,
2008,128,-117.085191,46.780214,,SW,0.0,498.6,0.0,,0.0,,,451.0,,0.0954673084636984,,,,,,,,2.6140350877192984,,2.032,1721.0,,498.6,451.0,,170.0,158.0,0.07058823529411765,,,,,245.3740157480315,,221.94881889763778,1222.4,1136.1129411764707,601.5748031496063,559.1106993978694,,
2008,129,-117.084773,46.780062,,SW,0.0,390.6,0.0,,0.0,,,358.0,,0.08346134152585771,,,,,,,,2.789473684210526,,2.032,1385.0,,390.6,358.0,,127.0,90.0,0.29133858267716534,,,,,192.2244094488189,,176.1811023622047,994.4,704.6929133858268,489.37007874015745,346.7976935953872,,
2008,130,-117.084355,46.780151,,WW,2.032,311.6,311.6,,288.0,,,288.0,,0.07573812580231072,,,,,,,,2.2105263157894735,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,153.3464566929134,,141.73228346456693,,,,,,
2008,131,-117.083937,46.780104,,WW,2.032,495.6,495.6,,471.0,,,471.0,,0.049636803874092056,,,,,,,,2.3684210526315788,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,243.89763779527559,,231.79133858267716,,,,,,
2008,132,-117.083519,46.780167,,WW,2.032,311.6,311.6,,281.0,,,281.0,,0.09820282413350456,,,,,,,,2.263157894736842,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,153.3464566929134,,138.28740157480314,,,,,,
2008,133,-117.083101,46.780088,,WW,2.032,164.6,164.6,,150.0,,,150.0,,0.0886998784933171,,,,,,,,2.280701754385965,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,81.00393700787401,,73.81889763779527,,,,,,
2008,134,-117.082683,46.780157,,WW,2.032,400.6,400.6,,371.0,,,371.0,,0.07388916625062411,,,,,,,,2.5087719298245617,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,197.14566929133858,,182.57874015748033,,,,,,
2008,135,-117.082265,46.780194,,WW,2.032,631.6,631.6,,574.0,,,574.0,,0.09119696010133,,,,,,,,1.912280701754386,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,310.8267716535433,,282.4803149606299,,,,,,
2008,136,-117.081847,46.779996,,WW,2.032,1200.6,1200.6,,1100.0,,,1100.0,,0.083791437614526,,,,,,,,1.719298245614035,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,590.8464566929133,,541.3385826771654,,,,,,
2008,137,-117.08145287,46.78014727,,WW,2.032,701.6,701.6,,647.0,,,647.0,,0.07782212086659068,,,,,,,,2.31578947368421,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,345.2755905511811,,318.40551181102364,,,,,,
2008,139,-117.080593,46.779993,,GB,2.0,284.6,284.6,,256.0,,,256.0,,0.10049191848208018,,,,,,,46.35,2.8844,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,142.3,,128.0,,,,,,
2008,140,-117.080175,46.780256,,GB,2.0,272.6,272.6,,247.0,,,247.0,,0.09391049156272935,,,,,,,46.645,2.8864,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,136.3,,123.5,,,,,,
2008,141,-117.079757,46.780227,,SB,2.032,530.6,530.6,,481.0,,,481.0,,0.09347908028646819,,,,,,,46.877,3.3605,,0.0,0.0,,0.0,0.0,,0.0,136.0,,,,,"there is a residue sub sample dry weight for this sample, but no residue subsample wet or corresponding total residue weights?",261.1220472440945,,236.71259842519686,,,,,,
2008,142,-117.079339,46.780191,,WT,0.0,656.6,0.0,,0.0,,,607.0,,0.07554066402680479,,,,,,,44.332,1.5241,,2.032,1644.0,,656.6,607.0,,128.0,112.0,0.125,,,,,323.12992125984255,,298.7204724409449,987.4,863.975,485.92519685039366,425.1845472440945,,
2008,143,-117.0789031,46.78010382,,SC,2.032,261.6,261.6,,247.0,,,247.0,,0.055810397553516904,,,,,,,63.695,3.9892,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,128.74015748031496,,121.55511811023622,,,,,,
2008,144,-117.078503,46.780124,,SC,2.032,262.6,262.6,,248.0,,,248.0,,0.05559786747905568,,,,,,,62.666,4.0101,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,129.23228346456693,,122.04724409448819,,,,,,
2008,145,-117.078085,46.780129,,SP,2.0,357.6,357.6,,327.0,,,327.0,,0.08557046979865778,,,,,,,44.849,3.4795,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,178.8,,163.5,,,,,,
2008,146,-117.077667,46.780066,,SP,2.0,104.6,104.6,,94.0,,,94.0,,0.10133843212237088,,,,,,,45.104,3.5057,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,52.3,,47.0,,,,,,
2008,147,-117.077249,46.78023,,SP,2.0,234.6,234.6,,217.0,,,217.0,,0.07502131287297525,,,,,,,44.734,3.2298,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,117.3,,108.5,,,,,,
2008,148,-117.076831,46.780004,,SC,2.032,343.6,343.6,,321.0,,,321.0,,0.06577415599534349,,,,,,,62.071,3.6803,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,169.09448818897638,,157.9724409448819,,,,,,
2008,149,-117.087103,46.780422,,SW,0.0,409.6,0.0,,0.0,,,344.0,,0.16015625000000006,,,,,,,,3.140350877192982,,2.032,1445.0,,409.6,344.0,,129.0,120.0,0.06976744186046512,,,,,201.5748031496063,,169.29133858267716,1035.4,963.1627906976745,509.54724409448824,473.9974363669658,,
2008,150,-117.086685,46.780507,,SW,0.0,375.6,0.0,,0.0,,,340.0,,0.09478168264110762,,,,,,,,2.43859649122807,,2.032,1190.0,,375.6,340.0,,139.0,130.0,0.06474820143884892,,,,,184.84251968503938,,167.3228346456693,814.4,761.6690647482014,400.78740157480314,374.83713816348495,,
2008,151,-117.08622506,46.78045544,,SW,0.0,542.6,0.0,,0.0,,,503.0,,0.07298193881312204,,,,,,,,2.4736842105263155,,2.032,1349.0,,542.6,503.0,,154.0,134.0,0.12987012987012986,,,,,267.0275590551181,,247.53937007874015,806.4,701.6727272727272,396.8503937007874,345.31138153185395,,
2008,152,-117.08583327,46.78037122,,SC,2.032,742.6,742.6,,697.0,,,697.0,,0.061405871263129574,,,,,,,62.038,3.5334,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,365.4527559055118,,343.01181102362204,,,,,,
2008,153,-117.085431,46.7805,,SC,2.032,500.6,500.6,,470.0,,,470.0,,0.06112664802237319,,,,,,,61.817,3.5708,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,246.35826771653544,,231.29921259842519,,,,,,
2008,154,-117.085013,46.780348,,SW,0.0,590.6,0.0,,0.0,,,538.0,,0.0890619708770742,,,,,,,,2.543859649122807,,2.032,1868.0,,590.6,538.0,,158.0,150.0,0.05063291139240506,,,,,290.6496062992126,,264.76377952755905,1277.4,1212.7215189873418,628.6417322834646,596.8117711551879,,
2008,155,-117.084595,46.780437,,SW,0.0,274.6,0.0,,0.0,,,249.0,,0.09322651128914793,,,,,,,,2.3859649122807016,,2.032,1206.0,,274.6,249.0,,159.0,150.0,0.05660377358490566,,,,,135.13779527559055,,122.53937007874016,931.4,878.6792452830189,458.36614173228344,432.4208884266825,,
2008,156,-117.084177,46.78039,,WW,2.032,93.6,93.6,,85.0,,,85.0,,0.09188034188034183,,,,,,,45.47,2.6604,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,46.06299212598425,,41.830708661417326,,,,,,
2008,157,-117.083759,46.780453,,WW,2.032,231.6,231.6,,210.0,,,210.0,,0.0932642487046632,,,,,,,,2.1578947368421053,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,113.9763779527559,,103.34645669291338,,,,,,
2008,158,-117.083341,46.780374,,WW,2.032,635.6,635.6,,576.0,,,576.0,,0.09376966645689117,,,,,,,,1.8771929824561402,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,312.79527559055117,,283.46456692913387,,,,,,
2008,159,-117.082923,46.780443,,WW,2.032,792.6,792.6,,762.0,,,762.0,,0.038607115821347494,,,,,,,,2.263157894736842,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,390.0590551181102,,375.0,,,,,,
2008,160,-117.082505,46.78048,,WW,2.032,805.6,805.6,,778.0,,,778.0,,0.03426017874875872,,,,,,,,2.017543859649123,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,396.45669291338584,,382.87401574803147,,,,,,
2008,161,-117.082087,46.780282,,WW,2.032,548.6,548.6,,498.0,,,498.0,,0.09223477943857095,,,,,,,,2.2105263157894735,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,269.9803149606299,,245.07874015748033,,,,,,
2008,162,-117.08164513,46.78040873,,WW,2.032,909.6,909.6,,844.0,,,844.0,,0.07211961301671066,,,,,,,,1.8596491228070173,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,447.6377952755906,,415.3543307086614,,,,,,
2008,163,-117.081251,46.780423,,WW,2.032,943.6,943.6,,870.0,,,870.0,,0.07799915218312847,,,,,,,,1.7719298245614035,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,464.3700787401575,,428.14960629921256,,,,,,
2008,166,-117.079997,46.780513,,GB,0.0,330.6,0.0,,0.0,,,301.0,,0.08953418027828197,,,,,,,46.669,3.041,,2.0,618.8,,330.6,301.0,,89.0,77.0,0.1348314606741573,,,,,165.3,,150.5,288.19999999999993,249.34157303370782,144.09999999999997,124.67078651685391,,
2008,167,-117.079579,46.780477,,SB,0.0,441.6,0.0,,0.0,,,407.0,,0.07835144927536236,,,,,,,44.994,1.9839,,2.032,1153.0,,441.6,407.0,,139.0,,,,,,,217.3228346456693,,200.29527559055117,711.4,,350.09842519685037,,,
2008,168,-117.079161,46.780398,,WT,2.032,768.6,768.6,,704.0,,,704.0,,0.08404892011449391,,,,,,,44.779,1.8693,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,378.248031496063,,346.45669291338584,,,,,,
2008,169,-117.078743,46.78041,,WT,2.032,720.6,720.6,,669.0,,,669.0,,0.07160699417152376,,,,,,,44.725,1.7627,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,354.62598425196853,,329.23228346456693,,,,,,
2008,170,-117.078325,46.780415,,SC,0.0,248.6,0.0,,0.0,,,235.0,,0.054706355591311324,,,,,,,62.703,3.9053,,2.032,718.0,,248.6,235.0,,189.0,169.0,0.10582010582010581,,,,,122.34251968503936,,115.64960629921259,469.4,419.7280423280423,231.00393700787401,206.5590759488397,,
2008,171,-117.077907,46.780352,,SP,2.0,235.6,235.6,,217.0,,,217.0,,0.07894736842105261,,,,,,,44.832,3.4308,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,117.8,,108.5,,,,,,
2008,172,-117.077489,46.780516,,SP,2.0,206.6,206.6,,190.0,,,190.0,,0.08034849951597287,,,,,,,45.068,3.2731,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,103.3,,95.0,,,,,,
2008,173,-117.077071,46.78029,,SP,0.0,293.6,0.0,,0.0,,,264.0,,0.10081743869209817,,,,,,,44.71,3.1851,,2.0,581.8,,293.6,264.0,,91.0,81.0,0.10989010989010989,,,,,146.8,,132.0,288.19999999999993,256.5296703296703,144.09999999999997,128.26483516483515,,
2008,174,-117.076653,46.780414,,SC,2.032,404.6,404.6,,379.0,,,379.0,,0.06327236777063772,,,,,,,61.937,3.4843,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,199.11417322834646,,186.51574803149606,,,,,,
2008,175,-117.086879,46.780708,,SW,0.0,229.6,0.0,,0.0,,,170.0,,0.259581881533101,,,,,,,44.857,3.3313,,2.032,1462.0,,229.6,170.0,,173.0,157.0,0.09248554913294797,,,,,112.99212598425197,,83.66141732283465,1232.4,1118.420809248555,606.496062992126,550.4039415593282,,
2008,176,-117.08647678,46.78080097,,SW,0.0,414.6,0.0,,0.0,,,369.0,,0.10998552821997111,,,,,,,,2.8596491228070176,,2.032,1445.0,,414.6,369.0,,113.0,105.0,0.07079646017699115,,,,,204.03543307086616,,181.59448818897638,1030.4,957.4513274336284,507.0866141732284,471.18667688662816,,
2008,177,-117.086043,46.780763,,SW,0.0,747.6,0.0,,0.0,,,690.0,,0.07704654895666134,,,,,,,,2.1052631578947367,,2.032,1616.0,,747.6,690.0,,95.0,89.0,0.06315789473684211,,,,,367.9133858267717,,339.56692913385825,868.4,813.5536842105263,427.3622047244094,400.3709075839204,,
2008,178,-117.085625,46.780668,,SW,0.0,664.6,0.0,,0.0,,,608.0,,0.08516400842612101,,,,,,,,2.456140350877193,,2.032,1637.0,,664.6,608.0,,166.0,139.0,0.16265060240963855,,,,,327.06692913385825,,299.21259842519686,972.4,814.2385542168674,478.54330708661416,400.7079499098757,,
2008,179,-117.085207,46.780786,,SC,2.032,67.6,67.6,,63.0,,,63.0,,0.06804733727810643,,,,,,,58.839,4.8259,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,33.26771653543307,,31.003937007874015,,,,,,
2008,180,-117.084789,46.780634,,SW,0.0,472.6,0.0,,0.0,,,455.0,,0.03724079559881511,,,,,,,,2.263157894736842,,2.032,1291.0,,472.6,455.0,,145.0,136.0,0.06206896551724138,,,,,232.57874015748033,,223.91732283464566,818.4,767.6027586206897,402.755905511811,377.7572631007331,,
2008,181,-117.084371,46.780723,,SW,0.0,219.6,0.0,,0.0,,,194.0,,0.11657559198542802,,,,,,,45.236,2.7097,,2.032,1172.0,,219.6,194.0,,142.0,133.0,0.06338028169014084,,,,,108.07086614173228,,95.47244094488188,952.4,892.0366197183098,468.70078740157476,438.9943994676721,,
2008,182,-117.08392119,46.78065692,,WW,2.032,235.6,235.6,,213.0,,,213.0,,0.0959252971137521,,,,,,,,2.1052631578947367,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,115.94488188976378,,104.82283464566929,,,,,,
2008,183,-117.083535,46.780739,,WW,2.032,223.6,223.6,,207.0,,,207.0,,0.07423971377459747,,,,,,,,2.263157894736842,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,110.03937007874015,,101.87007874015748,,,,,,
2008,184,-117.083117,46.78066,,WW,2.032,66.6,66.6,,60.0,,,60.0,,0.09909909909909902,,,,,,,45.527,2.6656,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,32.7755905511811,,29.52755905511811,,,,,,
2008,185,-117.082699,46.780729,,WW,2.032,111.6,111.6,,104.0,,,104.0,,0.06810035842293902,,,,,,,,2.456140350877193,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,54.92125984251968,,51.181102362204726,,,,,,
2008,186,-117.082281,46.780766,,WW,2.032,34.6,34.6,,31.0,,,31.0,,0.1040462427745665,,,,,,,45.105,3.0333,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,17.02755905511811,,15.255905511811024,,,,,,
2008,187,-117.081863,46.780568,,WW,2.032,316.6,316.6,,285.0,,,285.0,,0.09981048641819337,,,,,,,,1.5438596491228072,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,155.80708661417324,,140.25590551181102,,,,,,
2008,188,-117.081445,46.780707,,WW,2.032,674.6,674.6,,615.0,,,615.0,,0.08834865105247557,,,,,,,,1.912280701754386,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,331.98818897637796,,302.65748031496065,,,,,,
2008,189,-117.081027,46.780709,,WW,2.032,1226.6,1226.6,,1118.0,,,1118.0,,0.08853742051198428,,,,,,,,1.7719298245614035,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,603.6417322834645,,550.1968503937007,,,,,,
2008,192,-117.079773,46.780799,,GB,2.0,419.6,419.6,,378.0,,,378.0,,0.0991420400381316,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,209.8,,189.0,,,,,,
2008,193,-117.079355,46.780763,,SB,0.0,817.6,0.0,,0.0,,,745.0,,0.08879647749510766,,,,,,,44.814,1.6268,,2.032,1738.0,,817.6,745.0,,98.0,93.0,0.05102040816326531,,,,,402.3622047244095,,366.6338582677165,920.4,873.4408163265306,452.9527559055118,429.8429214205367,,
2008,194,-117.07891312,46.78066353,,WT,2.032,893.6,893.6,,823.0,,,823.0,,0.07900626678603405,,,,,,,44.776,1.7958,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,439.76377952755905,,405.0196850393701,,,,,,
2008,195,-117.078519,46.780696,,WT,0.0,948.6,0.0,,0.0,,,861.0,,0.09234661606578118,,,,,,,44.82,1.5846,,2.032,1887.0,,948.6,861.0,,174.0,155.0,0.10919540229885058,,,,,466.8307086614173,,423.7204724409449,938.4,835.9310344827586,461.81102362204723,411.3833831115938,,
2008,196,-117.078101,46.780701,,SC,2.032,323.6,323.6,,302.0,,,302.0,,0.06674907292954271,,,,,,,63.562,3.5157,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,159.251968503937,,148.6220472440945,,,,,,
2008,197,-117.077683,46.780638,,SP,2.0,239.6,239.6,,221.0,,,221.0,,0.07762938230383971,,,,,,,44.754,2.8838,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,119.8,,110.5,,,,,,
2008,198,-117.077265,46.780802,,SP,2.0,297.6,297.6,,270.0,,,270.0,,0.09274193548387104,,,,,,,44.946,3.1589,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,148.8,,135.0,,,,,,
2008,199,-117.076847,46.780576,,SP,0.0,450.6,0.0,,0.0,,,410.0,,0.09010208610741238,,,,,,,44.982,3.1027,,2.0,899.8,,450.6,410.0,,135.0,118.0,0.1259259259259259,,,,,225.3,,205.0,449.19999999999993,392.634074074074,224.59999999999997,196.317037037037,,
2008,200,-117.0866262,46.7810531,,SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201,-117.086242,46.781049,,SW,0.0,65.6,0.0,,0.0,,,50.0,,0.23780487804878042,,,,,,,44.677,2.9121,,2.032,398.0,,65.6,50.0,,110.0,103.0,0.06363636363636363,,,,,32.28346456692913,,24.606299212598426,332.4,311.24727272727273,163.5826771653543,153.17287043664996,,
2008,202,-117.085824,46.780954,,SW,0.0,302.6,0.0,,0.0,,,276.0,,0.08790482485128889,,,,,,,,2.9298245614035086,,2.032,1116.0,,302.6,276.0,,118.0,110.0,0.06779661016949153,,,,,148.9173228346457,,135.82677165354332,813.4,758.2542372881355,400.29527559055117,373.1566128386494,,
2008,203,-117.085406,46.781072,,SW,0.0,404.6,0.0,,0.0,,,369.0,,0.08798813643104306,,,,,,,,2.052631578947368,,2.032,1151.0,,404.6,369.0,,124.0,116.0,0.06451612903225806,,,,,199.11417322834646,,181.59448818897638,746.4,698.2451612903226,367.3228346456693,343.6245872491745,,
2008,204,-117.084988,46.78092,,SC,0.0,224.6,0.0,,0.0,,,207.0,,0.0783615316117542,,,,,,,59.008,5.0392,,2.032,1467.0,,224.6,207.0,,,,,,,,,110.53149606299212,,101.87007874015748,1242.4,,611.4173228346457,,,
2008,205,-117.08457,46.781009,,SW,0.0,369.6,0.0,,0.0,,,319.0,,0.13690476190476195,,,,,,,,2.6666666666666665,,2.032,1743.0,,369.6,319.0,,170.0,157.0,0.07647058823529412,,,,,181.88976377952756,,156.98818897637796,1373.4,1268.3752941176472,675.8858267716536,624.2004400185272,,
2008,206,-117.084152,46.780962,,SW,0.0,259.6,0.0,,0.0,,,202.0,,0.22187981510015414,,,,,,,44.563,2.9605,,2.032,1247.0,,259.6,202.0,,161.0,148.0,0.08074534161490683,,,,,127.75590551181104,,99.40944881889763,987.4,907.672049689441,485.92519685039366,446.6890008314178,,
2008,207,-117.08375497,46.78103938,,SW,0.0,258.6,0.0,,0.0,,,241.0,,0.06805877803557626,,,,,,,45.12,3.077,,2.032,1599.0,,258.6,241.0,,171.0,160.0,0.06432748538011696,,,,,127.26377952755907,,118.60236220472441,1340.4,1254.1754385964914,659.6456692913387,617.2123221439426,,
2008,208,-117.083316,46.780946,,WW,2.032,431.6,431.6,,400.0,,,400.0,,0.07321594068582025,,,,,,,,2.1929824561403506,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,212.40157480314963,,196.8503937007874,,,,,,
2008,209,-117.082898,46.781015,,WW,2.032,934.6,934.6,,899.0,,,899.0,,0.03809116199443614,,,,,,,,2.087719298245614,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,459.9409448818898,,442.4212598425197,,,,,,
2008,210,-117.08248,46.781052,,WW,2.032,634.6,634.6,,566.0,,,566.0,,0.10809959029309804,,,,,,,,2.4210526315789473,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,312.3031496062992,,278.54330708661416,,,,,,
2008,211,-117.082062,46.780854,,WW,2.032,8.6,8.6,,7.0,,,7.0,,0.18604651162790695,,,,,,,45.855,2.5851,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,4.232283464566929,,3.4448818897637796,,,,,,
2008,212,-117.081644,46.780993,,WW,2.032,276.6,276.6,,257.0,,,257.0,,0.07086044830079545,,,,,,,,2.3684210526315788,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,136.1220472440945,,126.4763779527559,,,,,,
2008,213,-117.081226,46.780995,,WW,2.032,364.6,364.6,,335.0,,,335.0,,0.08118486012068026,,,,,,,,2.263157894736842,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,179.42913385826773,,164.86220472440945,,,,,,
2008,214,-117.080808,46.780851,,WW,2.032,1125.6,1125.6,,1080.0,,,1080.0,,0.04051172707889118,,,,,,,,1.8947368421052633,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,553.9370078740156,,531.496062992126,,,,,,
2008,215,-117.08043771,46.78111806,,WW,2.032,1202.6,1202.6,,1111.0,,,1111.0,,0.0761683020123066,,,,,,,,1.9298245614035088,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,591.8307086614172,,546.751968503937,,,,,,
2008,217,-117.079554,46.781049,,GB,2.0,388.6,388.6,,349.0,,,349.0,,0.1019042717447247,,,,,,,46.692,2.7443,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,194.3,,174.5,,,,,,
2008,218,-117.079136,46.78097,,SB,2.032,826.6,826.6,,749.0,,,749.0,,0.09387853859182195,,,,,,,44.848,1.5768,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,406.79133858267716,,368.6023622047244,,,,,,
2008,219,-117.078718,46.780982,,SB,2.032,855.6,855.6,,788.0,,,788.0,,0.07900888265544649,,,,,,,44.527,1.4746,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,421.06299212598424,,387.79527559055117,,,,,,
2008,220,-117.0783,46.780987,,WT,2.032,1009.6,1009.6,,921.0,,,921.0,,0.08775752773375596,,,,,,,44.226,1.7788,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,496.8503937007874,,453.248031496063,,,,,,
2008,221,-117.077882,46.780924,,SC,2.032,422.6,422.6,,399.0,,,399.0,,0.05584477046852821,,,,,,,63.593,4.0243,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,207.9724409448819,,196.35826771653544,,,,,,
2008,222,-117.077464,46.781088,,SC,2.032,466.6,466.6,,438.0,,,438.0,,0.06129447063866271,,,,,,,63.212,3.7133,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,229.6259842519685,,215.5511811023622,,,,,,
2008,223,-117.077046,46.780862,,SP,2.0,431.6,431.6,,396.0,,,396.0,,0.08248378127896205,,,,,,,44.761,3.1723,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,215.8,,198.0,,,,,,
2008,224,-117.076628,46.780986,,SP,0.0,426.6,0.0,,0.0,,,388.0,,0.09048288795124243,,,,,,,44.828,3.2794,,2.0,886.8,,426.6,388.0,,125.0,111.0,0.112,,,,,213.3,,194.0,460.19999999999993,408.65759999999995,230.09999999999997,204.32879999999997,,
2008,225,-117.086295,46.781365,,SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,226,-117.08586126,46.78132062,,SW,0.0,460.6,0.0,,0.0,,,425.0,,0.0772904906643509,,,,,,,,2.7017543859649122,,2.032,1101.0,,460.6,425.0,,155.0,145.0,0.06451612903225806,,,,,226.6732283464567,,209.1535433070866,640.4,599.0838709677419,315.1574803149606,294.8247396494793,,
2008,227,-117.08543278,46.78122203,,SW,0.0,554.6,0.0,,0.0,,,510.0,,0.08041831950955647,,,,,,,,2.31578947368421,,2.032,1275.0,,554.6,510.0,,133.0,125.0,0.06015037593984962,,,,,272.93307086614175,,250.98425196850394,720.4,677.0676691729323,354.5275590551181,333.20259309691545,,
